row_label_raw,row_label_full,Bên liên quan (tiếp theo),Mối quan hệ,numeric__Mối quan hệ
Công ty Cổ phần Ngôi sao UNIK,Công ty Cổ phần Ngôi sao UNIK,Công ty Cổ phần Ngôi sao UNIK,Công ty con của Công ty Công ty Cổ phần Truyền thông và Giải trí Ngôi sao mới,
Công ty Cổ phần Tập đoàn Thế Kỳ,Công ty Cổ phần Tập đoàn Thế Kỳ,Công ty Cổ phần Tập đoàn Thế Kỳ,Cổ đông lớn có cổ phần chi phối,
Công ty Cổ phần Tập đoàn đầu tư I.P.A,Công ty Cổ phần Tập đoàn đầu tư I.P.A,Công ty Cổ phần Tập đoàn đầu tư I.P.A,Công ty có cổ phần chi phối,
Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế Kỳ,Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế Kỳ,Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế Kỳ,"- Ông Nguyễn Trung Vũ là Chủ tịch HĐQT của Cen Land, đồng thời là Chủ tịch HĐQT của Công ty này;- Ông Phạm Thanh Hưng là Phó Chủ tịch HĐQT của Cen Land, đồng thời là TV HĐQT của Công ty này.",
Công ty Cổ phần Dịch vụ Golf và Lữ hành Thế Kỳ,Công ty Cổ phần Dịch vụ Golf và Lữ hành Thế Kỳ,Công ty Cổ phần Dịch vụ Golf và Lữ hành Thế Kỳ,Công ty con của Công ty Cổ phần Tập đoàn Thế Kỳ (Cổ đông lớn của Cen Land),
Công ty Cổ phần Thẩm định giá Thế Kỳ,Công ty Cổ phần Thẩm định giá Thế Kỳ,Công ty Cổ phần Thẩm định giá Thế Kỳ,"Ông Phạm Thanh Hưng là Phó Chủ tịch HĐQT của Cen Land, đồng thời là Chủ tịch HĐQT của Công ty này",
Công ty Cổ phần CNV Sài Gòn,Công ty Cổ phần CNV Sài Gòn,Công ty Cổ phần CNV Sài Gòn,Tổ chức có liên quan của người nội bộ: Vũ Thị Xuân Giang (Phó Tổng Giám đốc Cen Land),
Công ty Cổ phần Thương mại và Đầu tư Xây dựng Tây Hồ,Công ty Cổ phần Thương mại và Đầu tư Xây dựng Tây Hồ,Công ty Cổ phần Thương mại và Đầu tư Xây dựng Tây Hồ,Tổ chức có liên quan của người nội bộ: Vũ Thị Xuân Giang (Phó Tổng Giám đốc Cen Land),
Công ty Cổ phần Đầu tư và Phát triển Nam Cần Thơ,Công ty Cổ phần Đầu tư và Phát triển Nam Cần Thơ,Công ty Cổ phần Đầu tư và Phát triển Nam Cần Thơ,Tổ chức có liên quan của người nội bộ: Ông Mai Hữu Đạt (Thành viên HĐQT),
Công ty Cổ phần Bất động sản Anvie Hội An,Công ty Cổ phần Bất động sản Anvie Hội An,Công ty Cổ phần Bất động sản Anvie Hội An,Tổ chức có liên quan của người nội bộ: Ông Mai Hữu Đạt (Thành viên HĐQT),
Công ty Cổ phần Chứng khoán VNDIRECT,Công ty Cổ phần Chứng khoán VNDIRECT,Công ty Cổ phần Chứng khoán VNDIRECT,Tổ chức có liên quan của người nội bộ: Ông Mai Hữu Đạt (Thành viên HĐQT),
Công ty Cổ phần Nếp sống tinh thức IPAM LIFE,Công ty Cổ phần Nếp sống tinh thức IPAM LIFE,Công ty Cổ phần Nếp sống tinh thức IPAM LIFE,Tổ chức có liên quan của người nội bộ: Ông Mai Hữu Đạt (Thành viên HĐQT),
Công ty Cổ phần Năng lượng Bắc Hà,Công ty Cổ phần Năng lượng Bắc Hà,Công ty Cổ phần Năng lượng Bắc Hà,Tổ chức có liên quan của người nội bộ: Ông Mai Hữu Đạt (Thành viên HĐQT),
Công ty cổ phần Ong Trung Ưong,Công ty cổ phần Ong Trung Ưong,Công ty cổ phần Ong Trung Ưong,Tổ chức có liên quan của người nội bộ: Ông Mai Hữu Đạt (Thành viên HĐQT),
Công ty Cổ phần Labo De Dermafirm,Công ty Cổ phần Labo De Dermafirm,Công ty Cổ phần Labo De Dermafirm,Tổ chức có liên quan của người nội bộ: Bà Nguyễn Thị Hoàng Oanh (Thành viên HĐQT),
Công ty Cổ phần Bến xe Hà Nội,Công ty Cổ phần Bến xe Hà Nội,Công ty Cổ phần Bến xe Hà Nội,Tổ chức có liên quan của người nội bộ: Ông Nguyễn Đức Vui (Thành viên HĐQT),
