row_label_raw,row_label_full,col_0,Hoạt động môi giới bắt động sản,Hoạt động chuyển nhượng bắt động sản,Hoạt động cho thuê văn phòng và khác,Tổng cộng toàn doanh nghiệp,numeric__Hoạt động môi giới bắt động sản,numeric__Hoạt động chuyển nhượng bắt động sản,numeric__Hoạt động cho thuê văn phòng và khác,numeric__Tổng cộng toàn doanh nghiệp
,,,,VND,VND,VND,,,,
Doanh thu thuần từ bán hàng ra bên ngoài,Doanh thu thuần từ bán hàng ra bên ngoài,Doanh thu thuần từ bán hàng ra bên ngoài,835.553.373.469,160.055.280.096,49.764.893.734,1.045.373.547.299,835553373469.0,160055280096.0,49764893734.0,1045373547299.0
Giá vốn hàng bán,Giá vốn hàng bán,Giá vốn hàng bán,703.771.982.301,59.765.839.339,32.681.940.478,796.219.762.118,703771982301.0,59765839339.0,32681940478.0,796219762118.0
Lợi nhuận từ hoạt động kinh doanh,Lợi nhuận từ hoạt động kinh doanh,Lợi nhuận từ hoạt động kinh doanh,131.781.391.168,100.289.440.757,17.082.953.256,249.153.785.181,131781391168.0,100289440757.0,17082953256.0,249153785181.0
Tổng chi phí mua TSCĐ,Tổng chi phí mua TSCĐ,Tổng chi phí mua TSCĐ,-,-,11.541.493.218,11.541.493.218,,,11541493218.0,11541493218.0
Tài sản bộ phận,Tài sản bộ phận,Tài sản bộ phận,2.327.996.632.584,2.759.712.643.428,166.770.497.943,5.254.479.773.955,2327996632584.0,2759712643428.0,166770497943.0,5254479773955.0
Tài sản không phân bổ,Tài sản không phân bổ,Tài sản không phân bổ,,,,1.630.238.782.077,,,,1630238782077.0
Tổng tài sản,Tổng tài sản,Tổng tài sản,2.327.996.632.584,2.759.712.643.428,166.770.497.943,6.884.718.556.032,2327996632584.0,2759712643428.0,166770497943.0,6884718556032.0
