row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm 2025 > VND,Năm 2024 > VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm 2025 > VND,numeric__Năm 2024 > VND
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,24,1.045.373.547.299,1.392.614.378.632,,24.0,1045373547299.0,1392614378632.0
02,02,02,2. Các khoản giảm trừ doanh thu,,-,-,,,,
10,02 > 10,10,3. Doanh thu thuần bán hàng và cung cấp dịch vụ,,1.045.373.547.299,1.392.614.378.632,,,1045373547299.0,1392614378632.0
11,02 > 11,11,4. Giá vốn hàng bán,25,796.219.762.118,1.159.164.267.051,,25.0,796219762118.0,1159164267051.0
20,02 > 20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,249.153.785.181,233.450.111.581,,,249153785181.0,233450111581.0
21,02 > 21,21,6. Doanh thu hoạt động tài chính,26,2.562.906.326,39.951.911.084,,26.0,2562906326.0,39951911084.0
22,02 > 22,22,7. Chi phí tài chính,27,70.485.313.967,91.217.230.779,,27.0,70485313967.0,91217230779.0
23,02 > 23,23,Trong đó: Chi phí lãi vay,,70.485.313.967,72.405.473.311,,,70485313967.0,72405473311.0
25,02 > 25,25,8. Chi phí bán hàng,28,11.733.688.714,21.450.638.332,,28.0,11733688714.0,21450638332.0
26,02 > 26,26,9. Chi phí quản lý doanh nghiệp,29,80.369.639.758,68.988.056.219,,29.0,80369639758.0,68988056219.0
30,02 > 30,30,10. Lợi nhuận thuần từ hoạt động kinh doanh,,89.128.049.068,91.746.097.335,,,89128049068.0,91746097335.0
31,02 > 31,31,11. Thu nhập khác,30,12.656.624.153,2.128.685.851,,30.0,12656624153.0,2128685851.0
32,02 > 32,32,12. Chi phí khác,31,8.076.604.039,34.983.062.331,,31.0,8076604039.0,34983062331.0
40,02 > 40,40,13. Lợi nhuận khác,,4.580.020.114,(32.854.376.480),,,4580020114.0,-32854376480.0
50,02 > 50,50,14. Tổng lợi nhuận kế toán trước thuế,,93.708.069.182,58.891.720.855,,,93708069182.0,58891720855.0
51,02 > 51,51,15. Chi phí thuế thu nhập doanh nghiệp hiện hành,32,23.427.972.847,14.218.834.157,,32.0,23427972847.0,14218834157.0
52,52,52,16. Chi phí thuế thu nhập doanh nghiệp hoãn lại,,-,-,,,,
60,52 > 60,60,17. Lợi nhuận sau thuế thu nhập doanh nghiệp,,70.280.096.335,44.672.886.698,,,70280096335.0,44672886698.0
