row_label_raw,row_label_full,col_0,31/12/2025 > Giá trịVND,31/12/2025 > Dự phòngVND,01/01/2025 > Giá trịVND,01/01/2025 > Dự phòngVND,numeric__31/12/2025 > Giá trịVND,numeric__31/12/2025 > Dự phòngVND,numeric__01/01/2025 > Giá trịVND,numeric__01/01/2025 > Dự phòngVND
a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,,,,
a.1) Chi tiết theo nội dung,a.1) Chi tiết theo nội dung,a.1) Chi tiết theo nội dung,a.1) Chi tiết theo nội dung,a.1) Chi tiết theo nội dung,a.1) Chi tiết theo nội dung,a.1) Chi tiết theo nội dung,,,,
"- Phải thu về lãi tiền gửi, tiền cho vay","a.1) Chi tiết theo nội dung > - Phải thu về lãi tiền gửi, tiền cho vay","- Phải thu về lãi tiền gửi, tiền cho vay",288.594.982,-,1.641.782.179,-,288594982.0,,1641782179.0,
- Phải thu về bảo hiểm xã hội,a.1) Chi tiết theo nội dung > - Phải thu về bảo hiểm xã hội,- Phải thu về bảo hiểm xã hội,45.795.000,-,142.504.100,-,45795000.0,,142504100.0,
- Tạm ứng,a.1) Chi tiết theo nội dung > - Tạm ứng,- Tạm ứng,65.996.542.183,-,62.966.743.493,-,65996542183.0,,62966743493.0,
"- Ký cược, ký quỹ","a.1) Chi tiết theo nội dung > - Ký cược, ký quỹ","- Ký cược, ký quỹ",3.098.392.519.373,(32.830.000.000),705.717.707.920,-,3098392519373.0,-32830000000.0,705717707920.0,
- Hợp tác kinh doanh,a.1) Chi tiết theo nội dung > - Hợp tác kinh doanh,- Hợp tác kinh doanh,1.482.368.407.226,-,1.945.287.483.226,-,1482368407226.0,,1945287483226.0,
- Các khoản chi/bù trừ công nợ hộ,a.1) Chi tiết theo nội dung > - Các khoản chi/bù trừ công nợ hộ,- Các khoản chi/bù trừ công nợ hộ,-,-,127.800.526.395,-,,,127800526395.0,
- Phải thu khác,a.1) Chi tiết theo nội dung > - Phải thu khác,- Phải thu khác,41.518.671.938,(5.775.300.324),13.858.469.826,(5.775.300.324),41518671938.0,-5775300324.0,13858469826.0,-5775300324.0
,,,4.688.610.530.702,(38.605.300.324),2.857.415.217.139,(5.775.300.324),4688610530702.0,-38605300324.0,2857415217139.0,-5775300324.0
a.2) Chi tiết theo đối tượng,a.2) Chi tiết theo đối tượng,a.2) Chi tiết theo đối tượng,a.2) Chi tiết theo đối tượng,a.2) Chi tiết theo đối tượng,a.2) Chi tiết theo đối tượng,a.2) Chi tiết theo đối tượng,,,,
"- Ký quỹ, ký cược","a.2) Chi tiết theo đối tượng > - Ký quỹ, ký cược","- Ký quỹ, ký cược",3.098.392.519.373,(32.830.000.000),705.717.707.920,-,3098392519373.0,-32830000000.0,705717707920.0,
+ Công ty Cổ phần Bất động sản Cen Sài Gòn,a.2) Chi tiết theo đối tượng > + Công ty Cổ phần Bất động sản Cen Sài Gòn,+ Công ty Cổ phần Bất động sản Cen Sài Gòn,944.267.734,-,7.744.267.734,-,944267734.0,,7744267734.0,
+ Công ty Cổ phần Hồng Lam Xuân Thành (1),a.2) Chi tiết theo đối tượng > + Công ty Cổ phần Hồng Lam Xuân Thành (1),+ Công ty Cổ phần Hồng Lam Xuân Thành (1),285.971.536.659,-,422.755.178.176,-,285971536659.0,,422755178176.0,
+ Công ty Cổ phần Tư vấn Thiết kế và Đầu tư Xây dựng Đại Namen Sơn (2),a.2) Chi tiết theo đối tượng > + Công ty Cổ phần Tư vấn Thiết kế và Đầu tư Xây dựng Đại Namen Sơn (2),+ Công ty Cổ phần Tư vấn Thiết kế và Đầu tư Xây dựng Đại Namen Sơn (2),46.191.853.014,-,38.691.853.014,-,46191853014.0,,38691853014.0,
+ Công ty Cổ phần Paradise Đại Lãi (3),a.2) Chi tiết theo đối tượng > + Công ty Cổ phần Paradise Đại Lãi (3),+ Công ty Cổ phần Paradise Đại Lãi (3),55.000.000.000,-,55.000.000.000,-,55000000000.0,,55000000000.0,
+ Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế Kỳ (4),a.2) Chi tiết theo đối tượng > + Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế Kỳ (4),+ Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế Kỳ (4),1.295.347.280.748,-,,-,1295347280748.0,,,
+ Công ty TNHH Âu Lạc Quảng Ninh (5),a.2) Chi tiết theo đối tượng > + Công ty TNHH Âu Lạc Quảng Ninh (5),+ Công ty TNHH Âu Lạc Quảng Ninh (5),314.571.300.000,-,,-,314571300000.0,,,
+ Công ty Cổ phần TID (6),a.2) Chi tiết theo đối tượng > + Công ty Cổ phần TID (6),+ Công ty Cổ phần TID (6),50.000.000.000,-,,-,50000000000.0,,,
