row_label_raw,row_label_full,col_0,31/12/2025 > Giá trị,31/12/2025 > Dự phòng,01/01/2025 > Giá trị,01/01/2025 > Dự phòng,numeric__31/12/2025 > Giá trị,numeric__31/12/2025 > Dự phòng,numeric__01/01/2025 > Giá trị,numeric__01/01/2025 > Dự phòng
,,,VND,VND,VND,VND,,,,
- Hợp tác kinh doanh (tiếp),- Hợp tác kinh doanh (tiếp),- Hợp tác kinh doanh (tiếp),,,,,,,,
+ Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế Kỳ (11),- Hợp tác kinh doanh (tiếp) > + Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế Kỳ (11),+ Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế Kỳ (11),113.714.530.000,-,-,-,113714530000.0,,,
+ Công ty TNHH TMĐT Ngôi nhà Thế Kỳ (12),- Hợp tác kinh doanh (tiếp) > + Công ty TNHH TMĐT Ngôi nhà Thế Kỳ (12),+ Công ty TNHH TMĐT Ngôi nhà Thế Kỳ (12),7.500.000.000,-,-,-,7500000000.0,,,
"- Phải thu lãi tiền gửi, cho vay","- Hợp tác kinh doanh (tiếp) > - Phải thu lãi tiền gửi, cho vay","- Phải thu lãi tiền gửi, cho vay",288.594.982,-,1.641.782.179,-,288594982.0,,1641782179.0,
+ Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Thái Hà,- Hợp tác kinh doanh (tiếp) > + Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Thái Hà,+ Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Thái Hà,288.594.982,-,1.641.782.179,-,288594982.0,,1641782179.0,
- Các đối tượng khác,- Hợp tác kinh doanh (tiếp) > - Các đối tượng khác,- Các đối tượng khác,107.561.009.121,(5.775.300.324),204.768.243.814,(5.775.300.324),107561009121.0,-5775300324.0,204768243814.0,-5775300324.0
+ Công ty TNHH Địa ốc Gia Phú,- Hợp tác kinh doanh (tiếp) > + Công ty TNHH Địa ốc Gia Phú,+ Công ty TNHH Địa ốc Gia Phú,5.391.000.324,(5.391.000.324),5.391.000.324,(5.391.000.324),5391000324.0,-5391000324.0,5391000324.0,-5391000324.0
+ Bà Đình Thùy Dương,- Hợp tác kinh doanh (tiếp) > + Bà Đình Thùy Dương,+ Bà Đình Thùy Dương,-,-,127.800.526.395,-,,,127800526395.0,
+ Công ty TNHH Kinh doanh Bất động sản M Home,- Hợp tác kinh doanh (tiếp) > + Công ty TNHH Kinh doanh Bất động sản M Home,+ Công ty TNHH Kinh doanh Bất động sản M Home,26.800.000.000,-,-,-,26800000000.0,,,
+ Các đối tượng khác,- Hợp tác kinh doanh (tiếp) > + Các đối tượng khác,+ Các đối tượng khác,75.370.008.797,(384.300.000),71.576.717.095,(384.300.000),75370008797.0,-384300000.0,71576717095.0,-384300000.0
,,,4.688.610.530.702,(38.605.300.324),2.857.415.217.139,(5.775.300.324),4688610530702.0,-38605300324.0,2857415217139.0,-5775300324.0
b) Dài hạn,b) Dài hạn,b) Dài hạn,,,,,,,,
b.1) Chi tiết theo nội dung,b.1) Chi tiết theo nội dung,b.1) Chi tiết theo nội dung,,,,,,,,
"- Ký cược, ký quỹ","b.1) Chi tiết theo nội dung > - Ký cược, ký quỹ","- Ký cược, ký quỹ",-,-,2.307.215.058.067,(23.550.000.000),,,2307215058067.0,-23550000000.0
- Hợp tác kinh doanh,b.1) Chi tiết theo nội dung > - Hợp tác kinh doanh,- Hợp tác kinh doanh,-,-,173.616.800.000,-,,,173616800000.0,
,,,-,-,2.480.831.858.067,(23.550.000.000),,,2480831858067.0,-23550000000.0
b.2) Chi tiết theo đối tượng,b.2) Chi tiết theo đối tượng,b.2) Chi tiết theo đối tượng,,,,,,,,
"- Ký quỹ, ký cược","b.2) Chi tiết theo đối tượng > - Ký quỹ, ký cược","- Ký quỹ, ký cược",-,-,2.307.215.058.067,(23.550.000.000),,,2307215058067.0,-23550000000.0
+ Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế Kỳ (4),b.2) Chi tiết theo đối tượng > + Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế Kỳ (4),+ Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế Kỳ (4),-,-,1.069.739.505.010,-,,,1069739505010.0,
+ Công ty TNHH Âu Lạc Quảng Ninh (5),b.2) Chi tiết theo đối tượng > + Công ty TNHH Âu Lạc Quảng Ninh (5),+ Công ty TNHH Âu Lạc Quảng Ninh (5),-,-,314.671.300.000,-,,,314671300000.0,
+ Công ty Cổ phần TID (6),b.2) Chi tiết theo đối tượng > + Công ty Cổ phần TID (6),+ Công ty Cổ phần TID (6),-,-,50.000.000.000,-,,,50000000000.0,
+ Công ty Cổ phần Đầu tư Xây dựng và Thương mại Nhật Hằng (7),b.2) Chi tiết theo đối tượng > + Công ty Cổ phần Đầu tư Xây dựng và Thương mại Nhật Hằng (7),+ Công ty Cổ phần Đầu tư Xây dựng và Thương mại Nhật Hằng (7),-,-,761.441.970.942,-,,,761441970942.0,
+ Công ty Cổ phần Đầu tư và Dịch vụ Khách sạn Soleil,b.2) Chi tiết theo đối tượng > + Công ty Cổ phần Đầu tư và Dịch vụ Khách sạn Soleil,+ Công ty Cổ phần Đầu tư và Dịch vụ Khách sạn Soleil,-,-,22.550.000.000,(22.550.000.000),,,22550000000.0,-22550000000.0
+ Công ty Cổ phần Khai Sơn (8),b.2) Chi tiết theo đối tượng > + Công ty Cổ phần Khai Sơn (8),+ Công ty Cổ phần Khai Sơn (8),-,-,8.000.000.000,-,,,8000000000.0,
