row_label_raw,row_label_full,col_0,Từ 1 nămtrở xuống,Trên 1 nămđến 5 năm,Trên 5 năm,Cộng,numeric__Từ 1 nămtrở xuống,numeric__Trên 1 nămđến 5 năm,numeric__Trên 5 năm,numeric__Cộng
,,,VND,VND,VND,VND,,,,
Tại ngày 31/12/2025,Tại ngày 31/12/2025,Tại ngày 31/12/2025,Tại ngày 31/12/2025,Tại ngày 31/12/2025,Tại ngày 31/12/2025,Tại ngày 31/12/2025,,,,
Tiền,Tại ngày 31/12/2025 > Tiền,Tiền,69.583.060.839,-,-,69.583.060.839,69583060839.0,,,69583060839.0
"Phải thu khách hàng, phải thu khác","Tại ngày 31/12/2025 > Phải thu khách hàng, phải thu khác","Phải thu khách hàng, phải thu khác",5.162.545.675.299,-,-,5.162.545.675.299,5162545675299.0,,,5162545675299.0
Các khoản cho vay,Tại ngày 31/12/2025 > Các khoản cho vay,Các khoản cho vay,108.023.166.879,-,-,108.023.166.879,108023166879.0,,,108023166879.0
,,,5.340.151.903.017,-,-,5.340.151.903.017,5340151903017.0,,,5340151903017.0
Tại ngày 01/01/2025,Tại ngày 01/01/2025,Tại ngày 01/01/2025,Tại ngày 01/01/2025,Tại ngày 01/01/2025,Tại ngày 01/01/2025,Tại ngày 01/01/2025,,,,
Tiền,Tại ngày 01/01/2025 > Tiền,Tiền,2.161.625.922,-,-,2.161.625.922,2161625922.0,,,2161625922.0
"Phải thu khách hàng, phải thu khác","Tại ngày 01/01/2025 > Phải thu khách hàng, phải thu khác","Phải thu khách hàng, phải thu khác",3.376.769.108.750,2.457.281.858.067,-,5.834.050.966.817,3376769108750.0,2457281858067.0,,5834050966817.0
Các khoản cho vay,Tại ngày 01/01/2025 > Các khoản cho vay,Các khoản cho vay,169.481.069.863,-,-,169.481.069.863,169481069863.0,,,169481069863.0
,,,3.548.411.804.535,2.457.281.858.067,-,6.005.693.662.602,3548411804535.0,2457281858067.0,,6005693662602.0
