row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,31/12/2025 > VND,01/01/2025 > VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__31/12/2025 > VND,numeric__01/01/2025 > VND
300,300,300,C. NỘ PHẢI TRẢ,,1.311.063.629.085,1.348.538.728.770,,,1311063629085.0,1348538728770.0
310,310,310,I. Nợ ngắn hạn,,1.093.479.764.045,1.272.085.001.496,,,1093479764045.0,1272085001496.0
311,311,311,1. Phải trả người bán ngắn hạn,16,131.653.867.465,105.700.143.183,,16.0,131653867465.0,105700143183.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,17,2.847.945.660,6.271.753.058,,17.0,2847945660.0,6271753058.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,18,97.287.378.572,73.098.854.471,,18.0,97287378572.0,73098854471.0
314,314,314,4. Phải trả người lao động,,108.914.180.668,45.459.641.224,,,108914180668.0,45459641224.0
315,315,315,5. Chi phí phải trả ngắn hạn,19,47.683.165.068,18.736.188.232,,19.0,47683165068.0,18736188232.0
318,318,318,6. Doanh thu chưa thực hiện ngắn hạn,21,2.542.932.049,2.796.327.537,,21.0,2542932049.0,2796327537.0
319,319,319,7. Phải trả ngắn hạn khác,20,101.201.875.798,98.756.874.758,,20.0,101201875798.0,98756874758.0
320,320,320,8. Vay và nợ thuê tài chính ngắn hạn,15,601.318.999.422,921.235.799.690,,15.0,601318999422.0,921235799690.0
322,322,322,9. Quỹ khen thưởng phúc lợi,,29.419.343,29.419.343,,,29419343.0,29419343.0
330,330,330,II. Nợ dài hạn,,217.583.865.040,76.453.727.274,,,217583865040.0,76453727274.0
336,336,336,1. Doanh thu chưa thực hiện dài hạn,21,48.137.960.687,68.055.155.893,,21.0,48137960687.0,68055155893.0
337,337,337,2. Phải trả dài hạn khác,20,4.182.961.929,7.886.626.929,,20.0,4182961929.0,7886626929.0
338,338,338,3. Vay và nợ thuê tài chính dài hạn,15,165.262.942.424,511.944.452,,15.0,165262942424.0,511944452.0
400,400,400,D. VỐN CHỦ SỞ HỮU,,5.573.654.926.947,5.503.379.040.006,,,5573654926947.0,5503379040006.0
410,410,410,I. Vốn chủ sở hữu,22,5.573.654.926.947,5.503.379.040.006,,22.0,5573654926947.0,5503379040006.0
411,411,411,1. Vốn góp của chủ sở hữu,,4.636.785.340.000,4.636.785.340.000,,,4636785340000.0,4636785340000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,4.636.785.340.000,4.636.785.340.000,,,4636785340000.0,4636785340000.0
412,412,412,2. Thặng dư vốn cổ phần,,149.798.900.000,149.798.900.000,,,149798900000.0,149798900000.0
414,414,414,3. Vốn khác của chủ sở hữu,,36.000.000.000,36.000.000.000,,,36000000000.0,36000000000.0
415,415,415,4. Cổ phiếu quỹ,,(1.080.000),(1.080.000),,,-1080000.0,-1080000.0
418,418,418,5. Quỹ đầu tư phát triển,,131.976.589.086,131.976.589.086,,,131976589086.0,131976589086.0
421,421,421,6. Lợi nhuận sau thuế chưa phân phối,,619.095.177.861,548.819.290.920,,,619095177861.0,548819290920.0
421a,421a,421a,- LNST chưa phân phối lũy kể đến cuối năm trước,,548.815.081.526,504.149.986.272,,,548815081526.0,504149986272.0
421b,421b,421b,- LNST chưa phân phối năm nay,,70.280.096.335,44.669.304.648,,,70280096335.0,44669304648.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,6.884.718.556.032,6.851.917.768.776,,,6884718556032.0,6851917768776.0
