row_label_raw,row_label_full,col_0,31/12/2025 > Giá trị,31/12/2025 > Số có khả năng trả nợ,01/01/2025 > Giá trị,01/01/2025 > Số có khả năng trả nợ,numeric__31/12/2025 > Giá trị,numeric__31/12/2025 > Số có khả năng trả nợ,numeric__01/01/2025 > Giá trị,numeric__01/01/2025 > Số có khả năng trả nợ
,,,VND,VND,VND,VND,,,,
Bên liên quan,Bên liên quan,Bên liên quan,54.790.217.548,54.790.217.548,65.811.492.044,65.811.492.044,54790217548.0,54790217548.0,65811492044.0,65811492044.0
- Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế Kỳ,- Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế Kỳ,- Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế Kỳ,5.872.912.461,5.872.912.461,8.645.848.448,8.645.848.448,5872912461.0,5872912461.0,8645848448.0,8645848448.0
- Công ty Cổ phần Dịch vụ Golf và Lữ hành Thế Kỳ,- Công ty Cổ phần Dịch vụ Golf và Lữ hành Thế Kỳ,- Công ty Cổ phần Dịch vụ Golf và Lữ hành Thế Kỳ,87.775.603,87.775.603,177.436.603,177.436.603,87775603.0,87775603.0,177436603.0,177436603.0
- Công ty Cổ phần Tập đoàn Thế Kỳ,- Công ty Cổ phần Tập đoàn Thế Kỳ,- Công ty Cổ phần Tập đoàn Thế Kỳ,2.108.889.458,2.108.889.458,3.296.613.707,3.296.613.707,2108889458.0,2108889458.0,3296613707.0,3296613707.0
- Công ty Cổ phần Bất động sản Cen Sài Gòn,- Công ty Cổ phần Bất động sản Cen Sài Gòn,- Công ty Cổ phần Bất động sản Cen Sài Gòn,4.693.542.986,4.693.542.986,4.693.542.986,4.693.542.986,4693542986.0,4693542986.0,4693542986.0,4693542986.0
- Công ty Cổ phần Truyền thông và Giải trí Ngôi Sao Mới,- Công ty Cổ phần Truyền thông và Giải trí Ngôi Sao Mới,- Công ty Cổ phần Truyền thông và Giải trí Ngôi Sao Mới,12.068.116.930,12.068.116.930,9.270.046.350,9.270.046.350,12068116930.0,12068116930.0,9270046350.0,9270046350.0
- Công ty TNHH TMĐT Ngôi nhà Thế Kỳ,- Công ty TNHH TMĐT Ngôi nhà Thế Kỳ,- Công ty TNHH TMĐT Ngôi nhà Thế Kỳ,2.672.378.715,2.672.378.715,21.830.271.715,21.830.271.715,2672378715.0,2672378715.0,21830271715.0,21830271715.0
- Công ty TNHH Quản lý Đối tác Liên kết Cen,- Công ty TNHH Quản lý Đối tác Liên kết Cen,- Công ty TNHH Quản lý Đối tác Liên kết Cen,1.090.221.430,1.090.221.430,1.090.221.430,1.090.221.430,1090221430.0,1090221430.0,1090221430.0,1090221430.0
- Công ty Cổ phần Cen Miền Trung,- Công ty Cổ phần Cen Miền Trung,- Công ty Cổ phần Cen Miền Trung,2.808.397.552,2.808.397.552,2.722.397.552,2.722.397.552,2808397552.0,2808397552.0,2722397552.0,2722397552.0
- Công ty Cổ phần Cen Bắc Ninh,- Công ty Cổ phần Cen Bắc Ninh,- Công ty Cổ phần Cen Bắc Ninh,-,-,1.032.380.432,1.032.380.432,,,1032380432.0,1032380432.0
- Công ty Cổ phần Cen Hải Phòng,- Công ty Cổ phần Cen Hải Phòng,- Công ty Cổ phần Cen Hải Phòng,73.382.402,73.382.402,107.509.352,107.509.352,73382402.0,73382402.0,107509352.0,107509352.0
- Công ty Cổ phần Cen Housing,- Công ty Cổ phần Cen Housing,- Công ty Cổ phần Cen Housing,5.644.049,5.644.049,5.644.049,5.644.049,5644049.0,5644049.0,5644049.0,5644049.0
- Công ty Cổ phần Cen Academy,- Công ty Cổ phần Cen Academy,- Công ty Cổ phần Cen Academy,11.204.520.679,11.204.520.679,4.520.679,4.520.679,11204520679.0,11204520679.0,4520679.0,4520679.0
- Công ty Cổ phần Cen Bắc Trung Bộ,- Công ty Cổ phần Cen Bắc Trung Bộ,- Công ty Cổ phần Cen Bắc Trung Bộ,596.382.282,596.382.282,248.023.549,248.023.549,596382282.0,596382282.0,248023549.0,248023549.0
- Công ty Cổ phần Cen Bình Thuận,- Công ty Cổ phần Cen Bình Thuận,- Công ty Cổ phần Cen Bình Thuận,517.292.052,517.292.052,517.292.052,517.292.052,517292052.0,517292052.0,517292052.0,517292052.0
- Công ty Cổ phần Cen Bình Định,- Công ty Cổ phần Cen Bình Định,- Công ty Cổ phần Cen Bình Định,1.470.097.114,1.470.097.114,1.470.097.114,1.470.097.114,1470097114.0,1470097114.0,1470097114.0,1470097114.0
- Công ty Cổ phần Cen HCM,- Công ty Cổ phần Cen HCM,- Công ty Cổ phần Cen HCM,5.177.443.835,5.177.443.835,6.367.964.207,6.367.964.207,5177443835.0,5177443835.0,6367964207.0,6367964207.0
- Công ty TNHH Cen Cuckoo,- Công ty TNHH Cen Cuckoo,- Công ty TNHH Cen Cuckoo,3.843.220.000,3.843.220.000,3.831.681.819,3.831.681.819,3843220000.0,3843220000.0,3831681819.0,3831681819.0
