row_label_raw,row_label_full,col_0,31/12/2025 > Giá trị,31/12/2025 > Dự phòng,01/01/2025 > Giá trị,01/01/2025 > Dự phòng,numeric__31/12/2025 > Giá trị,numeric__31/12/2025 > Dự phòng,numeric__01/01/2025 > Giá trị,numeric__01/01/2025 > Dự phòng
,,,VND,VND,VND,VND,,,,
Bên liên quan,Bên liên quan,Bên liên quan,274.008.629.192,-,218.420.933.659,-,274008629192.0,,218420933659.0,
- Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế Kỳ,- Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế Kỳ,- Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế Kỳ,130.244.318.561,-,53.257.983.646,-,130244318561.0,,53257983646.0,
- Công ty Cổ phần Dịch vụ Golf và Lữ hành Thế Kỳ,- Công ty Cổ phần Dịch vụ Golf và Lữ hành Thế Kỳ,- Công ty Cổ phần Dịch vụ Golf và Lữ hành Thế Kỳ,813.510.087,-,1.835.400.027,-,813510087.0,,1835400027.0,
- Công ty Cổ phần Tập đoàn Thế Kỳ,- Công ty Cổ phần Tập đoàn Thế Kỳ,- Công ty Cổ phần Tập đoàn Thế Kỳ,22.045.000,-,22.045.000,-,22045000.0,,22045000.0,
- Công ty Cổ phần CNV Sài Gòn,- Công ty Cổ phần CNV Sài Gòn,- Công ty Cổ phần CNV Sài Gòn,19.556.382.025,-,19.556.382.025,-,19556382025.0,,19556382025.0,
- Công ty Cổ phần Bất động sản Cen Sài Gòn,- Công ty Cổ phần Bất động sản Cen Sài Gòn,- Công ty Cổ phần Bất động sản Cen Sài Gòn,822.728.690,-,822.728.690,-,822728690.0,,822728690.0,
- Công ty TNHH TMĐT Ngôi nhà Thế Kỳ,- Công ty TNHH TMĐT Ngôi nhà Thế Kỳ,- Công ty TNHH TMĐT Ngôi nhà Thế Kỳ,68.279.485.320,-,98.574.294.481,-,68279485320.0,,98574294481.0,
- Công ty TNHH Cen Cuckoo,- Công ty TNHH Cen Cuckoo,- Công ty TNHH Cen Cuckoo,10.246.657,-,1.248.084.787,-,10246657.0,,1248084787.0,
- Công ty TNHH Quản lý Đối tác Liên kết Cen,- Công ty TNHH Quản lý Đối tác Liên kết Cen,- Công ty TNHH Quản lý Đối tác Liên kết Cen,5.413.635.079,-,5.413.635.079,-,5413635079.0,,5413635079.0,
- Công ty Cổ phần Cen Miền Trung,- Công ty Cổ phần Cen Miền Trung,- Công ty Cổ phần Cen Miền Trung,410.267.435,-,295.176.636,-,410267435.0,,295176636.0,
- Công ty Cổ phần Cen Housing,- Công ty Cổ phần Cen Housing,- Công ty Cổ phần Cen Housing,629.167.400,-,629.167.400,-,629167400.0,,629167400.0,
- Công ty Cổ phần Cen Academy,- Công ty Cổ phần Cen Academy,- Công ty Cổ phần Cen Academy,27.295.103.171,-,33.289.713.410,-,27295103171.0,,33289713410.0,
