row_label_raw,row_label_full,col_0,31/12/2025 > Giá trị,31/12/2025 > Dự phòng,01/01/2025 > Giá trị,01/01/2025 > Dự phòng,numeric__31/12/2025 > Giá trị,numeric__31/12/2025 > Dự phòng,numeric__01/01/2025 > Giá trị,numeric__01/01/2025 > Dự phòng
- Công ty Cổ phần Cen Bình Thuận,- Công ty Cổ phần Cen Bình Thuận,- Công ty Cổ phần Cen Bình Thuận,111.000.000,-,111.000.000,-,111000000.0,,111000000.0,
- Công ty Cổ phần Cen Bắc Trung Bộ,- Công ty Cổ phần Cen Bắc Trung Bộ,- Công ty Cổ phần Cen Bắc Trung Bộ,380.328.445,-,340.023.322,-,380328445.0,,340023322.0,
- Công ty Cổ phần Cen HCM,- Công ty Cổ phần Cen HCM,- Công ty Cổ phần Cen HCM,2.498.467.273,-,1.946.033.971,-,2498467273.0,,1946033971.0,
- Công ty Cổ phần Cen Hải Phòng,- Công ty Cổ phần Cen Hải Phòng,- Công ty Cổ phần Cen Hải Phòng,266.666.720,-,-,-,266666720.0,,,
- Công ty Cổ phần Dịch vụ và Đầu tư Bất động sản Phố Xanh Group,- Công ty Cổ phần Dịch vụ và Đầu tư Bất động sản Phố Xanh Group,- Công ty Cổ phần Dịch vụ và Đầu tư Bất động sản Phố Xanh Group,133.513.524,-,395.304.747,-,133513524.0,,395304747.0,
- Công ty Cổ phần Truyền thông và Giải trí Ngôi Sao Mới,- Công ty Cổ phần Truyền thông và Giải trí Ngôi Sao Mới,- Công ty Cổ phần Truyền thông và Giải trí Ngôi Sao Mới,-,-,677.426.438,-,,,677426438.0,
- Công ty TNHH Cen Prime,- Công ty TNHH Cen Prime,- Công ty TNHH Cen Prime,16.473.973.343,-,-,-,16473973343.0,,,
- Công ty Cổ phần Bất động sản An Holding,- Công ty Cổ phần Bất động sản An Holding,- Công ty Cổ phần Bất động sản An Holding,641.256.462,-,-,-,641256462.0,,,
- Công ty Cổ phần Dịch vụ Gia tăng Bất động sản Thế Kỳ,- Công ty Cổ phần Dịch vụ Gia tăng Bất động sản Thế Kỳ,- Công ty Cổ phần Dịch vụ Gia tăng Bất động sản Thế Kỳ,6.534.000,-,6.534.000,-,6534000.0,,6534000.0,
Bên khác,Bên khác,Bên khác,265.556.784.096,(27.024.968.367),333.733.226.643,(27.024.968.367),265556784096.0,-27024968367.0,333733226643.0,-27024968367.0
- Công ty Cổ phần Đầu tư và Xây dựng Xuân Phú Hải,- Công ty Cổ phần Đầu tư và Xây dựng Xuân Phú Hải,- Công ty Cổ phần Đầu tư và Xây dựng Xuân Phú Hải,26.014.770.668,-,26.014.770.668,-,26014770668.0,,26014770668.0,
- Công ty Cổ phần Bất động sản Galaxy Land,- Công ty Cổ phần Bất động sản Galaxy Land,- Công ty Cổ phần Bất động sản Galaxy Land,96.990.042,-,4.050.253.962,-,96990042.0,,4050253962.0,
- Công ty Cổ phần Tập đoàn Phúc Sơn,- Công ty Cổ phần Tập đoàn Phúc Sơn,- Công ty Cổ phần Tập đoàn Phúc Sơn,22.373.972.812,(22.373.972.812),22.373.972.812,(22.373.972.812),22373972812.0,-22373972812.0,22373972812.0,-22373972812.0
- Công ty Cổ phần Hồng Lam Xuân Thành,- Công ty Cổ phần Hồng Lam Xuân Thành,- Công ty Cổ phần Hồng Lam Xuân Thành,-,-,20.353.536.359,-,,,20353536359.0,
