row_label_raw,row_label_full,Hợp đồng vay,Lãi suất/năm,Thời hạn vay - Ngày đáo hạn,Mục đích vay,Hạn mức vay,31/12/2025,01/01/2025,numeric__Lãi suất/năm,numeric__Thời hạn vay - Ngày đáo hạn,numeric__Mục đích vay,numeric__Hạn mức vay,numeric__31/12/2025,numeric__01/01/2025
,,,,,,VND,VND,VND,,,,,,
Bên khác,Bên khác,Bên khác,Bên khác,Bên khác,Bên khác,Bên khác,Bên khác,Bên khác,,,,,,
Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Thái Hà (4),Bên khác > Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Thái Hà (4),Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Thái Hà (4),Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Thái Hà (4),Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Thái Hà (4),Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Thái Hà (4),Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Thái Hà (4),511.944.452,1.271.997.780,,,,,511944452.0,1271997780.0
Nhiều hợp đồng,Bên khác > Nhiều hợp đồng,Nhiều hợp đồng,"7,70%",36 tháng - 2025,Mua ô tô,Theo từng lần vay,-,436.720.000,0.077,,,,,436720000.0
06/2024/352851/HĐTD ngày06/08/2024,Bên khác > 06/2024/352851/HĐTD ngày06/08/2024,06/2024/352851/HĐTD ngày06/08/2024,"7,80%",36 tháng - 2027,Mua ô tô,970.000.000,511.944.452,835.277.780,0.078,,,970000000.0,511944452.0,835277780.0
Ngân hàng TMCP Quân Đội - Chi nhánh Đống Đa (5),Bên khác > Ngân hàng TMCP Quân Đội - Chi nhánh Đống Đa (5),Ngân hàng TMCP Quân Đội - Chi nhánh Đống Đa (5),Ngân hàng TMCP Quân Đội - Chi nhánh Đống Đa (5),Ngân hàng TMCP Quân Đội - Chi nhánh Đống Đa (5),Ngân hàng TMCP Quân Đội - Chi nhánh Đống Đa (5),Ngân hàng TMCP Quân Đội - Chi nhánh Đống Đa (5),181.800.000.000,-,,,,,181800000000.0,
285768.25.059.566543.TD ngày18/03/2025,Bên khác > 285768.25.059.566543.TD ngày18/03/2025,285768.25.059.566543.TD ngày18/03/2025,"9,50%",36 tháng - 2028,Mua 34 căn Villa tại Dự án Hoa TiênParadise,140.000.000.000,134.950.000.000,-,0.095,,,140000000000.0,134950000000.0,
302996.25.059.566543.TD ngày26/06/2025,Bên khác > 302996.25.059.566543.TD ngày26/06/2025,302996.25.059.566543.TD ngày26/06/2025,"7,60%",24 tháng - 2027,Mua 14 căn nhà ởliền kể/biệt thực tạiDự án Khu đô thịEco Central Park,57.600.000.000,41.600.000.000,-,0.076,,,57600000000.0,41600000000.0,
331125.12.059.566543.TD ngày19/09/2025,Bên khác > 331125.12.059.566543.TD ngày19/09/2025,331125.12.059.566543.TD ngày19/09/2025,"7,60%",24 tháng - 2027,Mua Bất động sảntại Dự án khu đầncư và đô thị cao cấpHưng Phát(Meyhomes CapitalPhú Quốc),6.000.000.000,5.250.000.000,-,0.076,,,6000000000.0,5250000000.0,
