row_label_raw,row_label_full,col_0,31/12/2025 > Giá trị,31/12/2025 > Dự phòng,01/01/2025 > Giá trị,01/01/2025 > Dự phòng,numeric__31/12/2025 > Giá trị,numeric__31/12/2025 > Dự phòng,numeric__01/01/2025 > Giá trị,numeric__01/01/2025 > Dự phòng
,,,VND,VND,VND,VND,,,,
- Ngắn hạn,- Ngắn hạn,- Ngắn hạn,1.445.119.204.302,(5.640.000.000),10.944.267.734,-,1445119204302.0,-5640000000.0,10944267734.0,
+ Công ty Cổ phần Bất động sản Cen Sài Gòn,+ Công ty Cổ phần Bất động sản Cen Sài Gòn,+ Công ty Cổ phần Bất động sản Cen Sài Gòn,944.267.734,-,7.744.267.734,-,944267734.0,,7744267734.0,
+ Công ty Cổ phần Cen Bắc Trung Bộ,+ Công ty Cổ phần Cen Bắc Trung Bộ,+ Công ty Cổ phần Cen Bắc Trung Bộ,-,-,3.200.000.000,-,,,3200000000.0,
+ Công ty TNHH Cen Prime,+ Công ty TNHH Cen Prime,+ Công ty TNHH Cen Prime,566.520.820,-,-,-,566520820.0,,,
+ Công ty TNHH TMĐT Ngôi nhà Thế Kỳ,+ Công ty TNHH TMĐT Ngôi nhà Thế Kỳ,+ Công ty TNHH TMĐT Ngôi nhà Thế Kỳ,27.806.605.000,-,-,-,27806605000.0,,,
+ Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế Kỳ,+ Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế Kỳ,+ Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế Kỳ,1.409.061.810.748,-,-,-,1409061810748.0,,,
+ Công ty Cổ phần CNV Sài Gòn,+ Công ty Cổ phần CNV Sài Gòn,+ Công ty Cổ phần CNV Sài Gòn,5.640.000.000,(5.640.000.000),-,-,5640000000.0,-5640000000.0,,
+ Công ty TNHH Quản lý Đối tác Liên kết Cen,+ Công ty TNHH Quản lý Đối tác Liên kết Cen,+ Công ty TNHH Quản lý Đối tác Liên kết Cen,800.000.000,-,-,-,800000000.0,,,
+ Công ty Cổ phần Cen HCM,+ Công ty Cổ phần Cen HCM,+ Công ty Cổ phần Cen HCM,300 000.000,-,-,-,,,,
+ Công ty Cổ phần Đầu tư Thành Đạt VN,+ Công ty Cổ phần Cen HCM > + Công ty Cổ phần Đầu tư Thành Đạt VN,+ Công ty Cổ phần Đầu tư Thành Đạt VN,215.866.394.000,-,-,-,215866394000.0,,,
- Dài hạn,+ Công ty Cổ phần Cen HCM > - Dài hạn,- Dài hạn,-,-,1.280.252.910.010,-,,,1280252910010.0,
+ Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế Kỳ,+ Công ty Cổ phần Cen HCM > + Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế Kỳ,+ Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế Kỳ,-,-,1.243.356.305.010,-,,,1243356305010.0,
+ Công ty Cổ phần CNV Sài Gòn,+ Công ty Cổ phần Cen HCM > + Công ty Cổ phần CNV Sài Gòn,+ Công ty Cổ phần CNV Sài Gòn,-,-,5.640.000.000,-,,,5640000000.0,
+ Công ty TNHH Quản lý Đối tác Liên kết Cen,+ Công ty Cổ phần Cen HCM > + Công ty TNHH Quản lý Đối tác Liên kết Cen,+ Công ty TNHH Quản lý Đối tác Liên kết Cen,-,-,800.000.000,-,,,800000000.0,
+ Công ty TNHH TMĐT Ngôi nhà Thế Kỳ,+ Công ty Cổ phần Cen HCM > + Công ty TNHH TMĐT Ngôi nhà Thế Kỳ,+ Công ty TNHH TMĐT Ngôi nhà Thế Kỳ,-,-,30.156.605.000,-,,,30156605000.0,
+ Công ty Cổ phần Cen HCM,+ Công ty Cổ phần Cen HCM > + Công ty Cổ phần Cen HCM,+ Công ty Cổ phần Cen HCM,-,-,300.000.000,-,,,300000000.0,
,,,1.660.985.598.302,(5.640.000.000),1.291.197.177.744,-,1660985598302.0,-5640000000.0,1291197177744.0,
