row_label_raw,row_label_full,col_0,01/01/2025 > Giá trị,01/01/2025 > Số có khả năng trả nợ,Trong năm > Tăng,Trong năm > Giảm,31/12/2025 > Giá trị,31/12/2025 > Số có khả năng trả nợ,numeric__01/01/2025 > Giá trị,numeric__01/01/2025 > Số có khả năng trả nợ,numeric__Trong năm > Tăng,numeric__Trong năm > Giảm,numeric__31/12/2025 > Giá trị,numeric__31/12/2025 > Số có khả năng trả nợ
,,,VND,VND,VND,VND,VND,VND,,,,,,
a) Vay ngắn hạn (*),a) Vay ngắn hạn (*),a) Vay ngắn hạn (*),a) Vay ngắn hạn (*),a) Vay ngắn hạn (*),a) Vay ngắn hạn (*),a) Vay ngắn hạn (*),a) Vay ngắn hạn (*),a) Vay ngắn hạn (*),,,,,,
- Vay ngắn hạn,a) Vay ngắn hạn (*) > - Vay ngắn hạn,- Vay ngắn hạn,566.927.446.362,566.927.446.362,2.808.724.603.845,2.822.574.354.984,553.077.695.223,553.077.695.223,566927446362.0,566927446362.0,2808724603845.0,2822574354984.0,553077695223.0,553077695223.0
+ Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Thái Hà (1),a) Vay ngắn hạn (*) > + Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Thái Hà (1),+ Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Thái Hà (1),332.311.607.573,332.311.607.573,2.609.349.763.537,2.495.884.804.444,445.776.566.666,445.776.566.666,332311607573.0,332311607573.0,2609349763537.0,2495884804444.0,445776566666.0,445776566666.0
+ Ngân hàng TMCP Quân Đội - Chi nhánh Đồng Đa (2),a) Vay ngắn hạn (*) > + Ngân hàng TMCP Quân Đội - Chi nhánh Đồng Đa (2),+ Ngân hàng TMCP Quân Đội - Chi nhánh Đồng Đa (2),135.000.000.000,135.000.000.000,22.984.310.549,135.000.000.000,22.984.310.549,22.984.310.549,135000000000.0,135000000000.0,22984310549.0,135000000000.0,22984310549.0,22984310549.0
+ Ngân hàng TNHH Indovina - Chi nhánh Thiên Long (3),a) Vay ngắn hạn (*) > + Ngân hàng TNHH Indovina - Chi nhánh Thiên Long (3),+ Ngân hàng TNHH Indovina - Chi nhánh Thiên Long (3),99.615.838.789,99.615.838.789,155.390.529.759,185.689.550.540,69.316.818.008,69.316.818.008,99615838789.0,99615838789.0,155390529759.0,185689550540.0,69316818008.0,69316818008.0
+ Công ty Cổ phần Cen Bắc Trung Bộ,a) Vay ngắn hạn (*) > + Công ty Cổ phần Cen Bắc Trung Bộ,+ Công ty Cổ phần Cen Bắc Trung Bộ,-,-,21.000.000.000,6.000.000.000,15.000.000.000,15.000.000.000,,,21000000000.0,6000000000.0,15000000000.0,15000000000.0
- Vay và nợ dài hạn đến hạn trả (**),a) Vay ngắn hạn (*) > - Vay và nợ dài hạn đến hạn trả (**),- Vay và nợ dài hạn đến hạn trả (**),760.053.328,760.053.328,53.159.002.028,5.677.751.157,48.241.304.199,48.241.304.199,760053328.0,760053328.0,53159002028.0,5677751157.0,48241304199.0,48241304199.0
+ Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Thái Hà (4),a) Vay ngắn hạn (*) > + Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Thái Hà (4),+ Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Thái Hà (4),760.053.328,760.053.328,323.333.328,760.053.328,323.333.328,323.333.328,760053328.0,760053328.0,323333328.0,760053328.0,323333328.0,323333328.0
+ Ngân hàng TMCP Quân Đội - Chi nhánh Đồng Đa (5),a) Vay ngắn hạn (*) > + Ngân hàng TMCP Quân Đội - Chi nhánh Đồng Đa (5),+ Ngân hàng TMCP Quân Đội - Chi nhánh Đồng Đa (5),-,-,31.483.333.332,750.000.000,30.733.333.332,30.733.333.332,,,31483333332.0,750000000.0,30733333332.0,30733333332.0
+ Ngân hàng TMCP Công thương Việt Nam - Chi nhánh Hà Thành (6),a) Vay ngắn hạn (*) > + Ngân hàng TMCP Công thương Việt Nam - Chi nhánh Hà Thành (6),+ Ngân hàng TMCP Công thương Việt Nam - Chi nhánh Hà Thành (6),-,-,21.352.335.368,4.167.697.829,17.184.637.539,17.184.637.539,,,21352335368.0,4167697829.0,17184637539.0,17184637539.0
- Trái phiếu dài hạn đến hạn trả (***),a) Vay ngắn hạn (*) > - Trái phiếu dài hạn đến hạn trả (***),- Trái phiếu dài hạn đến hạn trả (***),353.548.300.000,353.548.300.000,-,353.548.300.000,-,-,353548300000.0,353548300000.0,,353548300000.0,,
