row_label_raw,row_label_full,- Bảo hiểm xã hội,126.255.023,126.255.023_1,numeric__126.255.023,numeric__126.255.023_1
"- Nhận ký quỹ, ký cược ngắn hạn","- Nhận ký quỹ, ký cược ngắn hạn","- Nhận ký quỹ, ký cược ngắn hạn",18.122.380.432,11.786.000.000,18122380432.0,11786000000.0
- Phải trả về tiền đặt cọc mua căn hộ các dự án (1),- Phải trả về tiền đặt cọc mua căn hộ các dự án (1),- Phải trả về tiền đặt cọc mua căn hộ các dự án (1),66.495.576.959,68.349.318.700,66495576959.0,68349318700.0
+ Dự án Khai Son City,+ Dự án Khai Son City,+ Dự án Khai Son City,2.926.050.000,2.760.050.000,2926050000.0,2760050000.0
+ Dự án Kim Chung Di Trạch,+ Dự án Kim Chung Di Trạch,+ Dự án Kim Chung Di Trạch,20.000.000,20.000.000,20000000.0,20000000.0
+ Dự án Hud Mê Linh,+ Dự án Hud Mê Linh,+ Dự án Hud Mê Linh,619.999.999,669.999.999,619999999.0,669999999.0
+ Dự án Bình Minh Garden,+ Dự án Bình Minh Garden,+ Dự án Bình Minh Garden,775.008.888,775.008.888,775008888.0,775008888.0
+ Dự án Xây dựng Làng Việt kiểu Quốc tế,+ Dự án Xây dựng Làng Việt kiểu Quốc tế,+ Dự án Xây dựng Làng Việt kiểu Quốc tế,1.106.192.789,1.106.192.789,1106192789.0,1106192789.0
+ Dự án Vườn Sen - Đồng Ký,+ Dự án Vườn Sen - Đồng Ký,+ Dự án Vườn Sen - Đồng Ký,4.840.323.624,29.247.644.522,4840323624.0,29247644522.0
+ Dự án Hoa Tiên Paradise,+ Dự án Hoa Tiên Paradise,+ Dự án Hoa Tiên Paradise,1.370.000.000,1.370.000.000,1370000000.0,1370000000.0
+ Dự án Rivea Hà Nội,+ Dự án Rivea Hà Nội,+ Dự án Rivea Hà Nội,7.100.000.000,-,7100000000.0,
+ Dự án Alluvia City,+ Dự án Alluvia City,+ Dự án Alluvia City,2.250.000.000,-,2250000000.0,
+ Dự án Alluvia City cao tầng,+ Dự án Alluvia City cao tầng,+ Dự án Alluvia City cao tầng,7.350.005.000,-,7350005000.0,
+ Dự án The Parkland - Imperia Ocean City,+ Dự án The Parkland - Imperia Ocean City,+ Dự án The Parkland - Imperia Ocean City,8.650.000.000,-,8650000000.0,
+ Dự án Matrix One,+ Dự án Matrix One,+ Dự án Matrix One,276.716.507,3.450.100.000,276716507.0,3450100000.0
+ Dự án tòa nhà Hợp tác xã Thành Công (Dự án Trinity Tower),+ Dự án tòa nhà Hợp tác xã Thành Công (Dự án Trinity Tower),+ Dự án tòa nhà Hợp tác xã Thành Công (Dự án Trinity Tower),893.450.224,4.127.698.812,893450224.0,4127698812.0
+ Dự án khác,+ Dự án khác,+ Dự án khác,28.317.829.928,24.822.623.690,28317829928.0,24822623690.0
- Tiền còn phải góp vốn xây dựng theo hợp đồng hợp tác kinh doanh dự án Làng Việt kiểu Quốc tế với Công ty Cổ phần Đầu tư và Phát triển Việt Anh (2),- Tiền còn phải góp vốn xây dựng theo hợp đồng hợp tác kinh doanh dự án Làng Việt kiểu Quốc tế với Công ty Cổ phần Đầu tư và Phát triển Việt Anh (2),- Tiền còn phải góp vốn xây dựng theo hợp đồng hợp tác kinh doanh dự án Làng Việt kiểu Quốc tế với Công ty Cổ phần Đầu tư và Phát triển Việt Anh (2),16.457.663.384,16.457.663.384,16457663384.0,16457663384.0
"- Các khoản phải trả, phải nộp khác","- Các khoản phải trả, phải nộp khác","- Các khoản phải trả, phải nộp khác",-,2.037.637.651,,2037637651.0
