row_label_raw,row_label_full,CHỈ TIÊU,Mã số,Thuyết minh,Năm nay VND,Năm trước VND,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay VND,numeric__Năm trước VND
1. Doanh thu về bán hàng và cung cấp dịch vụ,1. Doanh thu về bán hàng và cung cấp dịch vụ,1. Doanh thu về bán hàng và cung cấp dịch vụ,01,23.1,4.774.331.114.808,7.790.879.637.901,1.0,231.0,4774331114808.0,7790879637901.0
2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,02,23.1,22.295.059.603,23.410.228.228,2.0,231.0,22295059603.0,23410228228.0
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,10,23.1,4.752.036.055.205,7.767.469.409.673,10.0,231.0,4752036055205.0,7767469409673.0
4. Giá vốn dịch vụ cung cấp,4. Giá vốn dịch vụ cung cấp,4. Giá vốn dịch vụ cung cấp,11,24,5.537.389.768.144,6.378.052.818.692,11.0,24.0,5537389768144.0,6378052818692.0
5. Lợi nhuận gộp về cung cấp dịch vụ,5. Lợi nhuận gộp về cung cấp dịch vụ,5. Lợi nhuận gộp về cung cấp dịch vụ,20,,(785.353.712.939),1.389.416.590.981,20.0,,-785353712939.0,1389416590981.0
6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,21,23.2,3.253.718.649.228,2.231.498.423.569,21.0,232.0,3253718649228.0,2231498423569.0
7. Chi phí tài chính- Trong đó: Chi phí lãi vay,7. Chi phí tài chính- Trong đó: Chi phí lãi vay,7. Chi phí tài chính- Trong đó: Chi phí lãi vay,2223,25,204.089.149.32988.792.729.468,968.296.437.08296.219.749.004,2223.0,25.0,2.0408914932988794e+22,9.682964370829622e+22
"8. Phần lãi trong công ty liên doanh, liên kết","8. Phần lãi trong công ty liên doanh, liên kết","8. Phần lãi trong công ty liên doanh, liên kết",24,15.1,33.260.644.371,146.910.225.624,24.0,151.0,33260644371.0,146910225624.0
9. Chi phí bán hàng,9. Chi phí bán hàng,9. Chi phí bán hàng,25,26,84.663.450.420,146.210.582.200,25.0,26.0,84663450420.0,146210582200.0
10. Chi phí quản lý doanh nghiệp,10. Chi phí quản lý doanh nghiệp,10. Chi phí quản lý doanh nghiệp,26,27,1.231.835.815.756,666.030.319.372,26.0,27.0,1231835815756.0,666030319372.0
11. Lợi nhuận thuần từ hoạt động kinh doanh,11. Lợi nhuận thuần từ hoạt động kinh doanh,11. Lợi nhuận thuần từ hoạt động kinh doanh,30,,981.037.165.155,1.987.287.901.520,30.0,,981037165155.0,1987287901520.0
12. Thu nhập khác,12. Thu nhập khác,12. Thu nhập khác,31,,9.788.660.601,13.347.273.067,31.0,,9788660601.0,13347273067.0
13. Chi phí khác,13. Chi phí khác,13. Chi phí khác,32,,540.590.870,374.890.887,32.0,,540590870.0,374890887.0
14. Lợi nhuận khác,14. Lợi nhuận khác,14. Lợi nhuận khác,40,,9.248.069.731,12.972.382.180,40.0,,9248069731.0,12972382180.0
15. Tổng lợi nhuận kế toán trước thuế,15. Tổng lợi nhuận kế toán trước thuế,15. Tổng lợi nhuận kế toán trước thuế,50,,990.285.234.886,2.000.260.283.700,50.0,,990285234886.0,2000260283700.0
16. Chi phí thuế TNDN hiện hành,16. Chi phí thuế TNDN hiện hành,16. Chi phí thuế TNDN hiện hành,51,29.1,168.550.545.143,313.256.437.116,51.0,291.0,168550545143.0,313256437116.0
17. Chi phí thuế TNDN hoãn lại,17. Chi phí thuế TNDN hoãn lại,17. Chi phí thuế TNDN hoãn lại,52,29.3,32.135.218.733,45.457.318.644,52.0,293.0,32135218733.0,45457318644.0
18. Lợi nhuận sau thuế TNDN,18. Lợi nhuận sau thuế TNDN,18. Lợi nhuận sau thuế TNDN,60,,789.599.471.010,1.641.546.527.940,60.0,,789599471010.0,1641546527940.0
