row_label_raw,row_label_full,Tên công ty,Lĩnh vực kinh doanh,Số cuối năm > Số lượng cổ phiếu,Số cuối năm > Giá trị ghi sổ VND,Số cuối năm > Tỷ lệ sở hữu (%),Số đầu năm > Số lượng cổ phiếu,Số đầu năm > Giá trị ghi sổ VND,Số đầu năm > Tỷ lệ sở hữu (%),numeric__Lĩnh vực kinh doanh,numeric__Số cuối năm > Số lượng cổ phiếu,numeric__Số cuối năm > Giá trị ghi sổ VND,numeric__Số cuối năm > Tỷ lệ sở hữu (%),numeric__Số đầu năm > Số lượng cổ phiếu,numeric__Số đầu năm > Giá trị ghi sổ VND,numeric__Số đầu năm > Tỷ lệ sở hữu (%)
Công ty Cổ phần Dịch vụ Hàng hóa Sài Gòn,Công ty Cổ phần Dịch vụ Hàng hóa Sài Gòn,Công ty Cổ phần Dịch vụ Hàng hóa Sài Gòn,"Dịch vụ giao nhận, bốc xếp hàng hóa",7.500.000,75.000.000.000,"12,95",7.500.000,75.000.000.000,"12,95",,7500000.0,75000000000.0,12.95,7500000.0,75000000000.0,12.95
Công ty Cổ phần Nhà ga Quốc tế Cam Ranh,Công ty Cổ phần Nhà ga Quốc tế Cam Ranh,Công ty Cổ phần Nhà ga Quốc tế Cam Ranh,Hoạt động dịch vụ hỗ trợ trực tiếp cho vận tải hàng không,7.500.000,60.000.000.000,"10,00",7.500.000,60.000.000.000,"10,00",,7500000.0,60000000000.0,10.0,7500000.0,60000000000.0,10.0
Công ty Cổ phần Dịch vụ Hàng hóa Hàng không Việt Nam (*),Công ty Cổ phần Dịch vụ Hàng hóa Hàng không Việt Nam (*),Công ty Cổ phần Dịch vụ Hàng hóa Hàng không Việt Nam (*),Dịch vụ khai thác kho hàng hóa,5.000.000,50.000.000.000,"19,42",-,-,-,,5000000.0,50000000000.0,19.42,,,
Công ty Cổ phần Đầu tư Khai thác Nhà Ga Quốc tế Đà Nẵng,Công ty Cổ phần Đầu tư Khai thác Nhà Ga Quốc tế Đà Nẵng,Công ty Cổ phần Đầu tư Khai thác Nhà Ga Quốc tế Đà Nẵng,Đầu tư khai thác và cung cấp dịch vụ,7.650.000,30.000.000.000,"10,00",7.650.000,30.000.000.000,"10,00",,7650000.0,30000000000.0,10.0,7650000.0,30000000000.0,10.0
Công ty Cổ phần Đầu tư TCP,Công ty Cổ phần Đầu tư TCP,Công ty Cổ phần Đầu tư TCP,"Dịch vụ trồng giữ xe và cho thuê mặt bằng, vị trí giữ xe, văn phòng và cho thuê kho bãi",1.980.000,19.800.000.000,"18,00",1.980.000,19.800.000.000,"18,00",,1980000.0,19800000000.0,18.0,1980000.0,19800000000.0,18.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,,,234.800.000.000,,,184.800.000.000,,,,234800000000.0,,,184800000000.0,
Dự phòng đầu tư tài chính dài hạn,Dự phòng đầu tư tài chính dài hạn,Dự phòng đầu tư tài chính dài hạn,,,(61.699.451.961),,,(17.787.930.870),,,,-61699451961.0,,,-17787930870.0,
GIÁ TRI THUẦN,GIÁ TRI THUẦN,GIÁ TRI THUẦN,,,173.100.548.039,,,167.012.069.130,,,,173100548039.0,,,167012069130.0,
