row_label_raw,row_label_full,col_0,Năm nayVND,Năm trướcVND,numeric__Năm nayVND,numeric__Năm trướcVND
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,2.237.896.326.982,2.240.566.969.583,2237896326982.0,2240566969583.0
"Chi phí vật liệu, đồ dùng văn phòng","Chi phí vật liệu, đồ dùng văn phòng","Chi phí vật liệu, đồ dùng văn phòng",71.814.856.412,88.819.342.998,71814856412.0,88819342998.0
Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,2.529.606.678.309,2.992.133.649.464,2529606678309.0,2992133649464.0
"Thuế, phí và lệ phí","Thuế, phí và lệ phí","Thuế, phí và lệ phí",94.934.075.021,99.284.566.322,94934075021.0,99284566322.0
Chi phí sửa chữa tài sản,Chi phí sửa chữa tài sản,Chi phí sửa chữa tài sản,269.568.613.526,361.423.375.481,269568613526.0,361423375481.0
"Chi phí điều hành, thương quyền","Chi phí điều hành, thương quyền","Chi phí điều hành, thương quyền",12.448.801.194,59.159.782.397,12448801194.0,59159782397.0
"Chi phí bảo hiểm hàng không,phi hàng không","Chi phí bảo hiểm hàng không,phi hàng không","Chi phí bảo hiểm hàng không,phi hàng không",32.505.537.685,27.476.270.759,32505537685.0,27476270759.0
"Chi phí điện, nước, thông tin liên lạc","Chi phí điện, nước, thông tin liên lạc","Chi phí điện, nước, thông tin liên lạc",242.893.253.755,305.266.068.576,242893253755.0,305266068576.0
Chi phí dịch vụ mua ngoài khác,Chi phí dịch vụ mua ngoài khác,Chi phí dịch vụ mua ngoài khác,218.913.351.942,205.585.995.742,218913351942.0,205585995742.0
"Chi hoa hồng, môi giới","Chi hoa hồng, môi giới","Chi hoa hồng, môi giới",24.748.402.458,63.679.073.221,24748402458.0,63679073221.0
Chi phí phúc lợi cho người lao động,Chi phí phúc lợi cho người lao động,Chi phí phúc lợi cho người lao động,106.606.244.053,121.131.942.813,106606244053.0,121131942813.0
Phí nhượng quyền khai thác,Phí nhượng quyền khai thác,Phí nhượng quyền khai thác,88.611.754.500,125.298.467.177,88611754500.0,125298467177.0
"Chi ứng hộ, tài trợ các hoạt động phòngchống Covid-19","Chi ứng hộ, tài trợ các hoạt động phòngchống Covid-19","Chi ứng hộ, tài trợ các hoạt động phòngchống Covid-19",200.326.692.120,-,200326692120.0,
Chi phí khác bằng tiền,Chi phí khác bằng tiền,Chi phí khác bằng tiền,209.254.017.631,212.677.555.061,209254017631.0,212677555061.0
Trích lập dự phòngnợ phải thu khó đòi,Trích lập dự phòngnợ phải thu khó đòi,Trích lập dự phòngnợ phải thu khó đòi,436.525.754.222,26.557.112.309,436525754222.0,26557112309.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,6.776.654.359.810,6.929.060.171.903,6776654359810.0,6929060171903.0
