row_label_raw,row_label_full,col_0,Năm nayVND,Năm trướcVND,numeric__Năm nayVND,numeric__Năm trướcVND
Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,990.285.234.886,2.000.260.283.700,990285234886.0,2000260283700.0
Các khoản điều chỉnh tăng,Các khoản điều chỉnh tăng,Các khoản điều chỉnh tăng,174.237.206.923,274.108.246.751,174237206923.0,274108246751.0
Khấu hao tài sản cố định tạm tăng(chưa có hóa đơn),Khấu hao tài sản cố định tạm tăng(chưa có hóa đơn),Khấu hao tài sản cố định tạm tăng(chưa có hóa đơn),45.629.554.938,210.770.330.525,45629554938.0,210770330525.0
Trích trước chi phí thuê đất (chưa cóthông báo của Cơ quan Thuế),Trích trước chi phí thuê đất (chưa cóthông báo của Cơ quan Thuế),Trích trước chi phí thuê đất (chưa cóthông báo của Cơ quan Thuế),46.460.104.673,34.255.236.794,46460104673.0,34255236794.0
Lỗ chênh lệch tỷ giá hối đoái dođánh giá lại các khoản mục tiền vàphải thu có gốc ngoại tệ,Lỗ chênh lệch tỷ giá hối đoái dođánh giá lại các khoản mục tiền vàphải thu có gốc ngoại tệ,Lỗ chênh lệch tỷ giá hối đoái dođánh giá lại các khoản mục tiền vàphải thu có gốc ngoại tệ,5.915.104.618,3.366.312.108,5915104618.0,3366312108.0
Lỗ không tính thuế từ công ty con,Lỗ không tính thuế từ công ty con,Lỗ không tính thuế từ công ty con,280.938.994,17.675.165.636,280938994.0,17675165636.0
Dự phòng nợ phải thu khó đòi,Dự phòng nợ phải thu khó đòi,Dự phòng nợ phải thu khó đòi,-,1.109.822.176,,1109822176.0
Chi phí loại trừ khi tính thuế,Chi phí loại trừ khi tính thuế,Chi phí loại trừ khi tính thuế,75.951.503.700,6.931.379.512,75951503700.0,6931379512.0
Các khoản điều chỉnh giảm,Các khoản điều chỉnh giảm,Các khoản điều chỉnh giảm,(261.614.953.154),(485.182.102.245),-261614953154.0,-485182102245.0
Khấu hao tài sản tạm tăng(chưa có hóa đơn),Khấu hao tài sản tạm tăng(chưa có hóa đơn),Khấu hao tài sản tạm tăng(chưa có hóa đơn),(210.770.330.525),(379.908.140.920),-210770330525.0,-379908140920.0
Chi phí thuê đất (chưa có thông báo của Cơ quan Thuế),Chi phí thuê đất (chưa có thông báo của Cơ quan Thuế),Chi phí thuê đất (chưa có thông báo của Cơ quan Thuế),(34.255.236.794),(76.784.406.419),-34255236794.0,-76784406419.0
Chi phí sửa chữa (chưa có hóa đơn),Chi phí sửa chữa (chưa có hóa đơn),Chi phí sửa chữa (chưa có hóa đơn),(6.746.526.184),(21.419.965.899),-6746526184.0,-21419965899.0
Lỗ chênh lệch tỷ giá hối đoái dođánh giá lại các khoản mục tiền vàphải thu có gốc ngoại tệ,Lỗ chênh lệch tỷ giá hối đoái dođánh giá lại các khoản mục tiền vàphải thu có gốc ngoại tệ,Lỗ chênh lệch tỷ giá hối đoái dođánh giá lại các khoản mục tiền vàphải thu có gốc ngoại tệ,(4.021.416.929),(2.533.166.542),-4021416929.0,-2533166542.0
Dự phòng nợ phải thu khó đòi,Dự phòng nợ phải thu khó đòi,Dự phòng nợ phải thu khó đòi,(2.332.603.553),-,-2332603553.0,
Dự phòng các khoản đầu tư tài chính,Dự phòng các khoản đầu tư tài chính,Dự phòng các khoản đầu tư tài chính,(3.488.839.169),(1.483.813.575),-3488839169.0,-1483813575.0
Dự phòng sửa chữa lớn tài sản,Dự phòng sửa chữa lớn tài sản,Dự phòng sửa chữa lớn tài sản,-,(3.052.608.890),,-3052608890.0
Thu nhập không chịu thuế,Thu nhập không chịu thuế,Thu nhập không chịu thuế,(60.154.762.941),(222.904.242.624),-60154762941.0,-222904242624.0
"Lợi nhuận chia từ công tyliên doanh, liên kết","Lợi nhuận chia từ công tyliên doanh, liên kết","Lợi nhuận chia từ công tyliên doanh, liên kết",(33.260.644.371),(146.910.225.624),-33260644371.0,-146910225624.0
Cố tức,Cố tức,Cố tức,(92.507.705.202),(75.994.017.000),-92507705202.0,-75994017000.0
Lỗ do giảm tỷ lệ sở hữu công tyliên kết,Lỗ do giảm tỷ lệ sở hữu công tyliên kết,Lỗ do giảm tỷ lệ sở hữu công tyliên kết,65.613.586.632,-,65613586632.0,
Thu nhập tính thuế kỳ hiện hành,Thu nhập tính thuế kỳ hiện hành,Thu nhập tính thuế kỳ hiện hành,842.752.725.714,1.566.282.185.582,842752725714.0,1566282185582.0
Thuế suất thông thường,Thuế suất thông thường,Thuế suất thông thường,20%,20%,0.2,0.2
Chi phí thuế thu nhập doanh nghiệphiện hành,Chi phí thuế thu nhập doanh nghiệphiện hành,Chi phí thuế thu nhập doanh nghiệphiện hành,168.550.545.143,313.256.437.116,168550545143.0,313256437116.0
