row_label_raw,row_label_full,Bên liên quan,Số cuối năm VND,Số đầu năm VND,numeric__Số cuối năm VND,numeric__Số đầu năm VND
Phải thu của khách hàng là các bên liên quan (tiếp theo),Phải thu của khách hàng là các bên liên quan (tiếp theo),Phải thu của khách hàng là các bên liên quan (tiếp theo),,,,
Công ty TNHH Dịch vụ Bảo dưỡng Máy bay Cảng Hàng không Miền Nam,Phải thu của khách hàng là các bên liên quan (tiếp theo) > Công ty TNHH Dịch vụ Bảo dưỡng Máy bay Cảng Hàng không Miền Nam,Công ty TNHH Dịch vụ Bảo dưỡng Máy bay Cảng Hàng không Miền Nam,-,10.390.874,,10390874.0
,,,14.558.566.264,22.697.194.513,14558566264.0,22697194513.0
Phải trả nhà cung cấp là các bên liên quan,Phải trả nhà cung cấp là các bên liên quan,Phải trả nhà cung cấp là các bên liên quan,,,,
Công ty Cổ phần Phục vụ Mặt đất Sài Gòn,Phải trả nhà cung cấp là các bên liên quan > Công ty Cổ phần Phục vụ Mặt đất Sài Gòn,Công ty Cổ phần Phục vụ Mặt đất Sài Gòn,1.382.392.528,2.329.114.601,1382392528.0,2329114601.0
Công ty Cổ phần Dịch vụ Hàng không sân bay Tân Sơn Nhất,Phải trả nhà cung cấp là các bên liên quan > Công ty Cổ phần Dịch vụ Hàng không sân bay Tân Sơn Nhất,Công ty Cổ phần Dịch vụ Hàng không sân bay Tân Sơn Nhất,1.160.591.890,1.269.009.884,1160591890.0,1269009884.0
Công ty Cổ phần Phục vụ Mặt đất Hà Nội,Phải trả nhà cung cấp là các bên liên quan > Công ty Cổ phần Phục vụ Mặt đất Hà Nội,Công ty Cổ phần Phục vụ Mặt đất Hà Nội,514.250.000,634.790.648,514250000.0,634790648.0
Công ty Cổ phần Thương mại Hàng không Miền Nam,Phải trả nhà cung cấp là các bên liên quan > Công ty Cổ phần Thương mại Hàng không Miền Nam,Công ty Cổ phần Thương mại Hàng không Miền Nam,20.648.000,25.714.000,20648000.0,25714000.0
Công ty Cổ phần Vận tải Hàng không miền Nam,Phải trả nhà cung cấp là các bên liên quan > Công ty Cổ phần Vận tải Hàng không miền Nam,Công ty Cổ phần Vận tải Hàng không miền Nam,11.553.740,8.139.314,11553740.0,8139314.0
,,,3.089.436.158,4.266.768.447,3089436158.0,4266768447.0
Người mua là các bên liên quan trả tiền trước,Người mua là các bên liên quan trả tiền trước,Người mua là các bên liên quan trả tiền trước,,,,
Công ty Cổ phần Phục vụ Mặt đất Hà Nội,Người mua là các bên liên quan trả tiền trước > Công ty Cổ phần Phục vụ Mặt đất Hà Nội,Công ty Cổ phần Phục vụ Mặt đất Hà Nội,3.107.231.048,-,3107231048.0,
Công ty TNHH Dịch vụ Bảo dưỡng Máy bay Cảng hàng không Miền Nam,Người mua là các bên liên quan trả tiền trước > Công ty TNHH Dịch vụ Bảo dưỡng Máy bay Cảng hàng không Miền Nam,Công ty TNHH Dịch vụ Bảo dưỡng Máy bay Cảng hàng không Miền Nam,1.091.189.269,292.869.738,1091189269.0,292869738.0
Công ty Cổ phần Vận tải Hàng không miền Nam,Người mua là các bên liên quan trả tiền trước > Công ty Cổ phần Vận tải Hàng không miền Nam,Công ty Cổ phần Vận tải Hàng không miền Nam,63.726.106,-,63726106.0,
Công ty Cổ phần Dịch vụ Hàng không sân bay Tân Sơn Nhất,Người mua là các bên liên quan trả tiền trước > Công ty Cổ phần Dịch vụ Hàng không sân bay Tân Sơn Nhất,Công ty Cổ phần Dịch vụ Hàng không sân bay Tân Sơn Nhất,23.500.791,-,23500791.0,
,,,4.285.647.214,292.869.738,4285647214.0,292869738.0
