row_label_raw,row_label_full,Bên liên quan,Số cuối nămVND,Số đầu nămVND,numeric__Số cuối nămVND,numeric__Số đầu nămVND
Phải thu của khách hàng là các bên liên quan,Phải thu của khách hàng là các bên liên quan,Phải thu của khách hàng là các bên liên quan,Phải thu của khách hàng là các bên liên quan,Phải thu của khách hàng là các bên liên quan,,
Công ty Cổ phần Phục vụ Mặt đất Sài Gòn,Phải thu của khách hàng là các bên liên quan > Công ty Cổ phần Phục vụ Mặt đất Sài Gòn,Công ty Cổ phần Phục vụ Mặt đất Sài Gòn,6.595.078.273,9.788.110.444,6595078273.0,9788110444.0
Công ty Cổ phần Dịch vụ Hàng khôngSân bay Tân Sơn Nhất,Phải thu của khách hàng là các bên liên quan > Công ty Cổ phần Dịch vụ Hàng khôngSân bay Tân Sơn Nhất,Công ty Cổ phần Dịch vụ Hàng khôngSân bay Tân Sơn Nhất,4.704.644.647,7.831.810.555,4704644647.0,7831810555.0
Công ty Cổ phần Vận tải Hàng không Miền Nam,Phải thu của khách hàng là các bên liên quan > Công ty Cổ phần Vận tải Hàng không Miền Nam,Công ty Cổ phần Vận tải Hàng không Miền Nam,2.942.954.144,849.065.895,2942954144.0,849065895.0
Công ty Cổ phần Phục vụ Mặt đất Hà Nội,Phải thu của khách hàng là các bên liên quan > Công ty Cổ phần Phục vụ Mặt đất Hà Nội,Công ty Cổ phần Phục vụ Mặt đất Hà Nội,315.889.200,4.217.816.745,315889200.0,4217816745.0
