row_label_raw,row_label_full,"Tên công ty liên doanh, liên kết",Lĩnh vực kinh doanh,Số cuối năm > Số lượng cổ phiếu,Số cuối năm > Giá trị ghi sổ VND,Số cuối năm > Tỷ lệ sở hữu (%),Số đầu năm > Số lượng cổ phiếu,Số đầu năm > Giá trị ghi sổ VND,Số đầu năm > Tỷ lệ sở hữu (%),numeric__Lĩnh vực kinh doanh,numeric__Số cuối năm > Số lượng cổ phiếu,numeric__Số cuối năm > Giá trị ghi sổ VND,numeric__Số cuối năm > Tỷ lệ sở hữu (%),numeric__Số đầu năm > Số lượng cổ phiếu,numeric__Số đầu năm > Giá trị ghi sổ VND,numeric__Số đầu năm > Tỷ lệ sở hữu (%)
Công ty Cổ phần Dịch vụ Hàng không Sân bay Tân Sơn Nhất,Công ty Cổ phần Dịch vụ Hàng không Sân bay Tân Sơn Nhất,Công ty Cổ phần Dịch vụ Hàng không Sân bay Tân Sơn Nhất,Kinh doanh thương mại dịch vụ tại sân bay,65.504.200,1.627.426.775.409,"49,07",65.504.200,1.672.000.969.167,"49,07",,65504200.0,1627426775409.0,49.07,65504200.0,1672000969167.0,49.07
Công ty Cổ phần Phục vụ Mặt đất Sài Gòn,Công ty Cổ phần Phục vụ Mặt đất Sài Gòn,Công ty Cổ phần Phục vụ Mặt đất Sài Gòn,Dịch vụ thương mại mặt đất tại sân bay,16.128.051,782.002.461.835,"48,03",16.128.051,807.709.715.468,"48,03",,16128051.0,782002461835.0,48.03,16128051.0,807709715468.0,48.03
Công ty Cổ phần Dịch vụ Hàng hóa Hàng không Việt Nam,Công ty Cổ phần Dịch vụ Hàng hóa Hàng không Việt Nam,Công ty Cổ phần Dịch vụ Hàng hóa Hàng không Việt Nam,Dịch vụ khai thác kho hàng hóa,-,-,-,5.000.000,118.622.311.067,"20,00",,,,,5000000.0,118622311067.0,20.0
Công ty Cổ phần Phục vụ Mặt đất Hà Nội,Công ty Cổ phần Phục vụ Mặt đất Hà Nội,Công ty Cổ phần Phục vụ Mặt đất Hà Nội,Dịch vụ mặt đất tại sân bay Nội Bài,5.000.000,67.514.536.685,"20,00",3.800.000,68.212.845.945,"20,00",,5000000.0,67514536685.0,20.0,3800000.0,68212845945.0,20.0
Công ty TNHH Dịch vụ Bảo dưỡng Máy bay Cảng hàng không Miền Nam (*),Công ty TNHH Dịch vụ Bảo dưỡng Máy bay Cảng hàng không Miền Nam (*),Công ty TNHH Dịch vụ Bảo dưỡng Máy bay Cảng hàng không Miền Nam (*),Bảo dưỡng và sửa chữa máy bay,,44.204.852.685,"51,00",,38.690.595.211,"51,00",,,44204852685.0,51.0,,38690595211.0,51.0
Công ty Cổ phần Vận tải Hàng không Miền Nam,Công ty Cổ phần Vận tải Hàng không Miền Nam,Công ty Cổ phần Vận tải Hàng không Miền Nam,Vận tải hành khách đường bộ,1.305.000,8.829.795.081,"30,00",1.305.000,11.763.890.335,"30,00",,1305000.0,8829795081.0,30.0,1305000.0,11763890335.0,30.0
Công ty Cổ phần Thương mại Hàng không Miền Nam,Công ty Cổ phần Thương mại Hàng không Miền Nam,Công ty Cổ phần Thương mại Hàng không Miền Nam,"Sản xuất nước uống tỉnh khiết đóng chai, nước khoáng đóng chai",493.000,4.314.202.283,"29,53",493.000,6.867.886.546,"29,53",,493000.0,4314202283.0,29.53,493000.0,6867886546.0,29.53
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,,,2.534.292.623.978,,,2.723.868.213.739,,,,2534292623978.0,,,2723868213739.0,
