row_label_raw,row_label_full,col_0,Số cuối nămVND,Số đầu nămVND,numeric__Số cuối nămVND,numeric__Số đầu nămVND
Ngắn hạn,Ngắn hạn,Ngắn hạn,1.196.845.378.311,1.172.275.047.674,1196845378311.0,1172275047674.0
Chênh lệch còn lại từ hoạt động khai thác tài sản KCHTHK,Chênh lệch còn lại từ hoạt động khai thác tài sản KCHTHK,Chênh lệch còn lại từ hoạt động khai thác tài sản KCHTHK,959.711.607.153,899.714.573.846,959711607153.0,899714573846.0
Sân đồ ô tô Cảng Hàng không,Sân đồ ô tô Cảng Hàng không,Sân đồ ô tô Cảng Hàng không,75.132.858.000,75.132.858.000,75132858000.0,75132858000.0
Thọ Xuân do tỉnh Thanh Hóa đầu tư và bàn giao,Thọ Xuân do tỉnh Thanh Hóa đầu tư và bàn giao,Thọ Xuân do tỉnh Thanh Hóa đầu tư và bàn giao,,,,
"Ký quỹ, ký cược ngắn hạn","Thọ Xuân do tỉnh Thanh Hóa đầu tư và bàn giao > Ký quỹ, ký cược ngắn hạn","Ký quỹ, ký cược ngắn hạn",65.485.049.714,66.774.379.775,65485049714.0,66774379775.0
Kinh phí công đoàn,Thọ Xuân do tỉnh Thanh Hóa đầu tư và bàn giao > Kinh phí công đoàn,Kinh phí công đoàn,11.541.208.603,20.160.337.459,11541208603.0,20160337459.0
Phí nhượng quyền khai thác cảng hàng không,Thọ Xuân do tỉnh Thanh Hóa đầu tư và bàn giao > Phí nhượng quyền khai thác cảng hàng không,Phí nhượng quyền khai thác cảng hàng không,7.052.085.000,,7052085000.0,
Cổ tức phải trả,Thọ Xuân do tỉnh Thanh Hóa đầu tư và bàn giao > Cổ tức phải trả,Cổ tức phải trả,147.088.500,13.149.621.000,147088500.0,13149621000.0
Phải trả thuế thu nhập cá nhân cho người lao động,Thọ Xuân do tỉnh Thanh Hóa đầu tư và bàn giao > Phải trả thuế thu nhập cá nhân cho người lao động,Phải trả thuế thu nhập cá nhân cho người lao động,70.501.819.914,91.242.042.260,70501819914.0,91242042260.0
Các khoản khác,Thọ Xuân do tỉnh Thanh Hóa đầu tư và bàn giao > Các khoản khác,Các khoản khác,7.273.661.427,5.950.954.834,7273661427.0,5950954834.0
Dài hạn,Thọ Xuân do tỉnh Thanh Hóa đầu tư và bàn giao > Dài hạn,Dài hạn,63.393.074.867,77.852.184.940,63393074867.0,77852184940.0
"Ký quỹ, ký cược dài hạn","Thọ Xuân do tỉnh Thanh Hóa đầu tư và bàn giao > Ký quỹ, ký cược dài hạn","Ký quỹ, ký cược dài hạn",63.393.074.867,77.852.184.940,63393074867.0,77852184940.0
TỔNG CỘNG,Thọ Xuân do tỉnh Thanh Hóa đầu tư và bàn giao > TỔNG CỘNG,TỔNG CỘNG,1.260.238.453.178,1.250.127.232.614,1260238453178.0,1250127232614.0
