row_label_raw,row_label_full,Nguyên giá:,Nguyên giá:_1,Nguyên giá:_2,Nguyên giá:_3,Nguyên giá:_4,numeric__Nguyên giá:_1,numeric__Nguyên giá:_2,numeric__Nguyên giá:_3,numeric__Nguyên giá:_4
Số đầu năm,Số đầu năm,Số đầu năm,2.661.339.000,18.992.197.282,170.000.000,21.823.536.282,2661339000.0,18992197282.0,170000000.0,21823536282.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,-,396.000.000,-,396.000.000,,396000000.0,,396000000.0
Số cuối năm,Số cuối năm,Số cuối năm,2.661.339.000,19.388.197.282,170.000.000,22.219.536.282,2661339000.0,19388197282.0,170000000.0,22219536282.0
