row_label_raw,row_label_full,col_0,col_1,Năm nayVND,Năm trướcVND,numeric__col_1,numeric__Năm nayVND,numeric__Năm trướcVND
I.,I.,I.,Doanh thu,1.022.281.559.870,1.465.178.844.103,,1022281559870.0,1465178844103.0
1.,1.,1.,Doanh thu dịch vụ cắt và hạ cánhCác khoản giảm trừ doanh thu,1.029.775.068.125,1.456.190.339.126,,1029775068125.0,1456190339126.0
1.,1.,1.,Doanh thu dịch vụ cắt và hạ cánhCác khoản giảm trừ doanh thu,14.347.840.377,29.798.676.437,,14347840377.0,29798676437.0
1.,1.,1.,Doanh thu thuần,1.015.427.227.748,1.426.391.662.689,,1015427227748.0,1426391662689.0
2.,2.,2.,Lãi tiền gửi,6.744.732.122,38.560.599.414,,6744732122.0,38560599414.0
3.,3.,3.,Thu nhập khác,109.600.000,226.582.000,,109600000.0,226582000.0
II.,II.,II.,Chi phí,712.284.526.563,894.130.494.603,,712284526563.0,894130494603.0
1.,1.,1.,Chi phí hoạt động,634.785.268.236,751.368.407.228,,634785268236.0,751368407228.0
1.,1.,1.,Chi phí nhân viên,364.744.174.140,401.066.232.604,,364744174140.0,401066232604.0
1.,1.,1.,"Chi phí vật liệu. công cụ dụng cụ,đồ dùng văn phòng",6.721.475.545,6.359.769.493,,6721475545.0,6359769493.0
1.,1.,1.,Chi phí khấu hao tài sản cố định,51.400.282.081,42.248.878.443,,51400282081.0,42248878443.0
1.,1.,1.,"Thuế, phí, lệ phí",1.899.727.309,1.595.435.460,,1899727309.0,1595435460.0
1.,1.,1.,Chi phí sửa chữa tài sản,76.995.867.329,170.335.272.210,,76995867329.0,170335272210.0
1.,1.,1.,"Chi phí điện, nước, thông tin liên lạc",18.954.255.971,19.310.062.238,,18954255971.0,19310062238.0
1.,1.,1.,Chi phí dịch vụ mua ngoài khác,57.738.396.385,40.920.075.079,,57738396385.0,40920075079.0
1.,1.,1.,Chi phí phúc lợi người lao động,15.763.933.734,20.581.214.967,,15763933734.0,20581214967.0
1.,1.,1.,Chi phí bằng tiền khác(Hoàn nhập) chi phí trích lập đưphòng,41.153.526.634,44.904.146.306,,41153526634.0,44904146306.0
1.,1.,1.,Chi phí bằng tiền khác(Hoàn nhập) chi phí trích lập đưphòng,(2.504.969.178),2.504.969.178,,-2504969178.0,2504969178.0
1.,1.,1.,Lỗ chênh lệch tỷ giá đã thực hiện,1.128.016.620,887.246.429,,1128016620.0,887246429.0
1.,1.,1.,Lỗ chênh lệch tỷ giá chưa thực hiện,790.581.666,655.104.821,,790581666.0,655104821.0
2.,2.,2.,Chi phí thuế thu nhập doanh nghiệphiện hành,77.000.731.890,142.265.321.995,,77000731890.0,142265321995.0
3.,3.,3.,Chi phí thuế thu nhập doanh nghiệphoãn lại,498.526.437,496.765.380,,498526437.0,496765380.0
III.,III.,III.,Chênh lệch doanh thu – chi phí,309.997.033.307,571.048.349.500,,309997033307.0,571048349500.0
