row_label_raw,row_label_full,Lãi cho vay chưa thu được bằng đồng Việt Nam,Tại 31/12/2025 > 225.988,Tại 31/12/2024 > 218.937,numeric__Tại 31/12/2025 > 225.988,numeric__Tại 31/12/2024 > 218.937
Lãi chứng khoán chưa thu được,Lãi chứng khoán chưa thu được,Lãi chứng khoán chưa thu được,29.722,29.722,29722.0,29722.0
Phí phải thu chưa thu được,Phí phải thu chưa thu được,Phí phải thu chưa thu được,21.291,39.411,21291.0,39411.0
Cộng,Cộng,Cộng,277.001,288.070,277001.0,288070.0
