row_label_raw,row_label_full,col_0,Tại 31/12/2025,Tại 31/12/2024,numeric__Tại 31/12/2025,numeric__Tại 31/12/2024
"Nông nghiệp, lâm nghiệp và thủy sản","Nông nghiệp, lâm nghiệp và thủy sản","Nông nghiệp, lâm nghiệp và thủy sản",8.760,9.795,8760.0,9795.0
Khai khoáng,Khai khoáng,Khai khoáng,-,316.206,,316206.0
"Công nghiệp chế biến, chế tạo","Công nghiệp chế biến, chế tạo","Công nghiệp chế biến, chế tạo",1.561.230,603.086,1561230.0,603086.0
"Sản xuất và phân phối điện, khí đốt, nước nóng, hơi nước và điều hòa không khí","Sản xuất và phân phối điện, khí đốt, nước nóng, hơi nước và điều hòa không khí","Sản xuất và phân phối điện, khí đốt, nước nóng, hơi nước và điều hòa không khí",10.172.060,7.288.809,10172060.0,7288809.0
Xây dựng,Xây dựng,Xây dựng,10.215.359,5.726.800,10215359.0,5726800.0
"Bán buôn và bán lễ; sửa chữa ô tô, mô tô, xe máy và xe có động cơ khác","Bán buôn và bán lễ; sửa chữa ô tô, mô tô, xe máy và xe có động cơ khác","Bán buôn và bán lễ; sửa chữa ô tô, mô tô, xe máy và xe có động cơ khác",13.412.971,12.083.275,13412971.0,12083275.0
Dịch vụ lưu trú và ăn uống,Dịch vụ lưu trú và ăn uống,Dịch vụ lưu trú và ăn uống,2.860.286,2.103.961,2860286.0,2103961.0
"Hoạt động tài chính, ngân hàng và bảo hiểm","Hoạt động tài chính, ngân hàng và bảo hiểm","Hoạt động tài chính, ngân hàng và bảo hiểm",4.784.000,4.832.418,4784000.0,4832418.0
Hoạt động kinh doanh bất động sản,Hoạt động kinh doanh bất động sản,Hoạt động kinh doanh bất động sản,8.001.949,3.512.607,8001949.0,3512607.0
"Hoạt động chuyên môn, khoa học và công nghệ","Hoạt động chuyên môn, khoa học và công nghệ","Hoạt động chuyên môn, khoa học và công nghệ",4.562.107,3.555.873,4562107.0,3555873.0
Hoạt động hành chính và dịch vụ hỗ trợ,Hoạt động hành chính và dịch vụ hỗ trợ,Hoạt động hành chính và dịch vụ hỗ trợ,292.351,139.150,292351.0,139150.0
Hoạt động dịch vụ khác,Hoạt động dịch vụ khác,Hoạt động dịch vụ khác,2.025.167,2.115.237,2025167.0,2115237.0
"Hoạt động làm thuê các công việc trong các hộ gia đình, sân xuất sản phẩm vạt chất và dịch vụ tự tiêu dùng của hộ gia đình","Hoạt động làm thuê các công việc trong các hộ gia đình, sân xuất sản phẩm vạt chất và dịch vụ tự tiêu dùng của hộ gia đình","Hoạt động làm thuê các công việc trong các hộ gia đình, sân xuất sản phẩm vạt chất và dịch vụ tự tiêu dùng của hộ gia đình",2.446.197,2.591.584,2446197.0,2591584.0
Ngành khác,Ngành khác,Ngành khác,1.402.692,1.924.181,1402692.0,1924181.0
Cộng,Cộng,Cộng,61.745.129,46.802.982,61745129.0,46802982.0
