row_label_raw,row_label_full,col_0,Tại 31/12/2025,Tại 31/12/2024,numeric__Tại 31/12/2025,numeric__Tại 31/12/2024
Chứng khoán nợ,Chứng khoán nợ,Chứng khoán nợ,1.308.964,419.801,1308964.0,419801.0
Trái phiếu Chính phủ,Trái phiếu Chính phủ,Trái phiếu Chính phủ,246.498,105.875,246498.0,105875.0
Chứng khoán Nợ của các TCTD khác trong nước,Chứng khoán Nợ của các TCTD khác trong nước,Chứng khoán Nợ của các TCTD khác trong nước,62.466,313.926,62466.0,313926.0
Chứng chỉ tiền gửi của các TCTD khác trong nước,Chứng chỉ tiền gửi của các TCTD khác trong nước,Chứng chỉ tiền gửi của các TCTD khác trong nước,1.000.000,-,1000000.0,
Chứng khoán vốn,Chứng khoán vốn,Chứng khoán vốn,486.948,1.662.374,486948.0,1662374.0
Chứng khoán Vốn do các TCKT trong nước phát hành,Chứng khoán Vốn do các TCKT trong nước phát hành,Chứng khoán Vốn do các TCKT trong nước phát hành,486.948,1.662.374,486948.0,1662374.0
Cộng,Cộng,Cộng,1.795.912,2.082.175,1795912.0,2082175.0
Dự phòng rủi ro giảm giá chứng khoán đầu tư sẵn sàng để bán,Dự phòng rủi ro giảm giá chứng khoán đầu tư sẵn sàng để bán,Dự phòng rủi ro giảm giá chứng khoán đầu tư sẵn sàng để bán,(38.384),(179.987),-38384.0,-179987.0
Dự phòng rủi ro giảm giá,Dự phòng rủi ro giảm giá,Dự phòng rủi ro giảm giá,(38.384),(179.987),-38384.0,-179987.0
Tổng cộng,Tổng cộng,Tổng cộng,1.757.528,1.902.188,1757528.0,1902188.0
