row_label_raw,row_label_full,col_0,Tại 31/12/2025,Tại 31/12/2024,numeric__Tại 31/12/2025,numeric__Tại 31/12/2024
Các khoản phải thu nội bộ,Các khoản phải thu nội bộ,Các khoản phải thu nội bộ,3.579,3.235,3579.0,3235.0
Các khoản phải thu bên ngoài,Các khoản phải thu bên ngoài,Các khoản phải thu bên ngoài,1.369.226,1.955.478,1369226.0,1955478.0
Mua sắm tài sản cố định,Mua sắm tài sản cố định,Mua sắm tài sản cố định,271,1,271.0,1.0
"Các khoản ký quỹ, ký cược:","Các khoản ký quỹ, ký cược:","Các khoản ký quỹ, ký cược:",1.106.393,1.682.678,1106393.0,1682678.0
- Đặt cọc mua Trái phiếu Chính phủ,- Đặt cọc mua Trái phiếu Chính phủ,- Đặt cọc mua Trái phiếu Chính phủ,400.000,800.000,400000.0,800000.0
- Đặt cọc mua trụ sở văn phòng (*),- Đặt cọc mua trụ sở văn phòng (*),- Đặt cọc mua trụ sở văn phòng (*),700.000,880.000,700000.0,880000.0
"- Ký cược, ký quỹ khác","- Ký cược, ký quỹ khác","- Ký cược, ký quỹ khác",6.393,2.678,6393.0,2678.0
Các khoản chờ Ngân sách Nhà nước thanh toán,Các khoản chờ Ngân sách Nhà nước thanh toán,Các khoản chờ Ngân sách Nhà nước thanh toán,560,560,560.0,560.0
Các khoản phải thu khác:,Các khoản phải thu khác:,Các khoản phải thu khác:,262.002,272.239,262002.0,272239.0
- Phải thu từ các khoản mua bán chứng khoán,- Phải thu từ các khoản mua bán chứng khoán,- Phải thu từ các khoản mua bán chứng khoán,39,11.969,39.0,11969.0
- Phải thu từ các hợp đồng mua và bán lại,- Phải thu từ các hợp đồng mua và bán lại,- Phải thu từ các hợp đồng mua và bán lại,15.947,15.947,15947.0,15947.0
- Phải thu từ các hợp đồng hợp tác đầu tư,- Phải thu từ các hợp đồng hợp tác đầu tư,- Phải thu từ các hợp đồng hợp tác đầu tư,14.824,17.824,14824.0,17824.0
- Phải thu đối tác trả chậm ủy thác đầu tư,- Phải thu đối tác trả chậm ủy thác đầu tư,- Phải thu đối tác trả chậm ủy thác đầu tư,1.406,1.406,1406.0,1406.0
"- Phải thu các khoản thu hộ, chỉ hộ","- Phải thu các khoản thu hộ, chỉ hộ","- Phải thu các khoản thu hộ, chỉ hộ",71.601,51.438,71601.0,51438.0
- Phải thu tiền trả lãi đối tác nước ngoài chưa đến hạn thanh toán (**),- Phải thu tiền trả lãi đối tác nước ngoài chưa đến hạn thanh toán (**),- Phải thu tiền trả lãi đối tác nước ngoài chưa đến hạn thanh toán (**),138.050,144.398,138050.0,144398.0
- Phải thu khác,- Phải thu khác,- Phải thu khác,20.135,29.257,20135.0,29257.0
Cộng,Cộng,Cộng,1.372.805,1.958.713,1372805.0,1958713.0
