row_label_raw,row_label_full,col_0,Tại 31/12/2024,Số phải nộp trong năm,Số đã nộp trong năm,Tại 31/12/2025,numeric__Tại 31/12/2024,numeric__Số phải nộp trong năm,numeric__Số đã nộp trong năm,numeric__Tại 31/12/2025
Thuế GTGT hàng bán nội địa,Thuế GTGT hàng bán nội địa,Thuế GTGT hàng bán nội địa,106,184,(272),18,106.0,184.0,-272.0,18.0
Thuế thu nhập doanh nghiệp (*),Thuế thu nhập doanh nghiệp (*),Thuế thu nhập doanh nghiệp (*),132.643,209.888,(162.643),179.888,132643.0,209888.0,-162643.0,179888.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,6.444,44.723,(47.007),4.160,6444.0,44723.0,-47007.0,4160.0
Cộng,Cộng,Cộng,139.193,254.795,(209.922),184.066,139193.0,254795.0,-209922.0,184066.0
