row_label_raw,row_label_full,col_0,Năm 2025,Năm 2024,numeric__Năm 2025,numeric__Năm 2024
"Chi nộp thuế và các khoản phí, lệ phí","Chi nộp thuế và các khoản phí, lệ phí","Chi nộp thuế và các khoản phí, lệ phí",953,1.187,953.0,1187.0
Chi phí cho nhân viên,Chi phí cho nhân viên,Chi phí cho nhân viên,169.799,143.687,169799.0,143687.0
- Chi lương và phụ cấp,- Chi lương và phụ cấp,- Chi lương và phụ cấp,150.650,127.419,150650.0,127419.0
- Các khoản chi đóng góp theo lương,- Các khoản chi đóng góp theo lương,- Các khoản chi đóng góp theo lương,11.224,11.270,11224.0,11270.0
- Các khoản chi khác,- Các khoản chi khác,- Các khoản chi khác,7.351,4.878,7351.0,4878.0
- Các khoản chi trợ cấp,- Các khoản chi trợ cấp,- Các khoản chi trợ cấp,101,120,101.0,120.0
Chi về tài sản,Chi về tài sản,Chi về tài sản,41.139,39.528,41139.0,39528.0
- Chi khấu hao tài sản cố định,- Chi khấu hao tài sản cố định,- Chi khấu hao tài sản cố định,16.614,15.985,16614.0,15985.0
- Chi khác về tài sản,- Chi khác về tài sản,- Chi khác về tài sản,24.525,23.543,24525.0,23543.0
Chi cho hoạt động quản lý công vụ,Chi cho hoạt động quản lý công vụ,Chi cho hoạt động quản lý công vụ,67.009,50.953,67009.0,50953.0
- Công tác phí,- Công tác phí,- Công tác phí,4.888,5.238,4888.0,5238.0
- Chi cho hoạt động đoàn thể của tổ chức tín dụng,- Chi cho hoạt động đoàn thể của tổ chức tín dụng,- Chi cho hoạt động đoàn thể của tổ chức tín dụng,928,772,928.0,772.0
- Chi phí khác,- Chi phí khác,- Chi phí khác,61.666,44.943,61666.0,44943.0
Trích lập/(hoàn nhập) dự phòng rủi ro đầu tư dài hạn,Trích lập/(hoàn nhập) dự phòng rủi ro đầu tư dài hạn,Trích lập/(hoàn nhập) dự phòng rủi ro đầu tư dài hạn,4.761,46.924,4761.0,46924.0
Trích lập/(hoàn nhập) dự phòng rủi ro tài sản có khác,Trích lập/(hoàn nhập) dự phòng rủi ro tài sản có khác,Trích lập/(hoàn nhập) dự phòng rủi ro tài sản có khác,(3.135),(129.274),-3135.0,-129274.0
Cộng,Cộng,Cộng,280.526,153.005,280526.0,153005.0
