row_label_raw,row_label_full,col_0,31/12/2025,31/12/2024,numeric__31/12/2025,numeric__31/12/2024
Cho vay khách hàng,Cho vay khách hàng,Cho vay khách hàng,Cho vay khách hàng,Cho vay khách hàng,,
Công ty Cổ phần Amya Holdings,Cho vay khách hàng > Công ty Cổ phần Amya Holdings,Công ty Cổ phần Amya Holdings,(*),316.206,,316206.0
"Các khoản lãi, phí phải thu","Các khoản lãi, phí phải thu","Các khoản lãi, phí phải thu","Các khoản lãi, phí phải thu","Các khoản lãi, phí phải thu",,
Công ty Cổ phần Amya Holdings,"Các khoản lãi, phí phải thu > Công ty Cổ phần Amya Holdings",Công ty Cổ phần Amya Holdings,(*),1.164,,1164.0
"Góp vốn, đầu tư dài hạn","Góp vốn, đầu tư dài hạn","Góp vốn, đầu tư dài hạn","Góp vốn, đầu tư dài hạn","Góp vốn, đầu tư dài hạn",,
Công ty Cổ phần Tái bảo hiểm Alpha,"Góp vốn, đầu tư dài hạn > Công ty Cổ phần Tái bảo hiểm Alpha",Công ty Cổ phần Tái bảo hiểm Alpha,52.500,(*),52500.0,
Tiền gửi của khách hàng,Tiền gửi của khách hàng,Tiền gửi của khách hàng,Tiền gửi của khách hàng,Tiền gửi của khách hàng,,
Công ty Cổ phần Tái bảo hiểm Alpha,Tiền gửi của khách hàng > Công ty Cổ phần Tái bảo hiểm Alpha,Công ty Cổ phần Tái bảo hiểm Alpha,215.000,(*),215000.0,
Công ty Cổ phần Quản lý Quỹ Amber,Tiền gửi của khách hàng > Công ty Cổ phần Quản lý Quỹ Amber,Công ty Cổ phần Quản lý Quỹ Amber,19.600,(*),19600.0,
Phát hành chứng chỉ tiền gửi,Phát hành chứng chỉ tiền gửi,Phát hành chứng chỉ tiền gửi,Phát hành chứng chỉ tiền gửi,Phát hành chứng chỉ tiền gửi,,
Công ty Cổ phần Quản lý Quỹ Amber,Phát hành chứng chỉ tiền gửi > Công ty Cổ phần Quản lý Quỹ Amber,Công ty Cổ phần Quản lý Quỹ Amber,1.646.000,(*),1646000.0,
"Các khoản lãi, phí phải trả","Các khoản lãi, phí phải trả","Các khoản lãi, phí phải trả","Các khoản lãi, phí phải trả","Các khoản lãi, phí phải trả",,
Công ty Cổ phần Tái bảo hiểm Alpha,"Các khoản lãi, phí phải trả > Công ty Cổ phần Tái bảo hiểm Alpha",Công ty Cổ phần Tái bảo hiểm Alpha,936,(*),936.0,
Công ty Cổ phần Quản lý Quỹ Amber,"Các khoản lãi, phí phải trả > Công ty Cổ phần Quản lý Quỹ Amber",Công ty Cổ phần Quản lý Quỹ Amber,54.448,(*),54448.0,
