row_label_raw,row_label_full,col_0,31/12/2025(cổ phiếu),31/12/2024(cổ phiếu),numeric__31/12/2025(cổ phiếu),numeric__31/12/2024(cổ phiếu)
Số lượng cổ phiếu đăng ký phát hành,Số lượng cổ phiếu đăng ký phát hành,Số lượng cổ phiếu đăng ký phát hành,760.565.802,760.565.802,760565802.0,760565802.0
Số lượng cổ phiếu đã bán ra công chúng,Số lượng cổ phiếu đã bán ra công chúng,Số lượng cổ phiếu đã bán ra công chúng,760.565.802,760.565.802,760565802.0,760565802.0
- Cổ phiếu phổ thông,- Cổ phiếu phổ thông,- Cổ phiếu phổ thông,760.565.802,760.565.802,760565802.0,760565802.0
- Cổ phiếu ưu đãi,- Cổ phiếu ưu đãi,- Cổ phiếu ưu đãi,-,-,,
Số lượng cổ phiếu đang lưu hành,- Cổ phiếu ưu đãi > Số lượng cổ phiếu đang lưu hành,Số lượng cổ phiếu đang lưu hành,760.565.802,760.565.802,760565802.0,760565802.0
- Cổ phiếu phổ thông,- Cổ phiếu ưu đãi > - Cổ phiếu phổ thông,- Cổ phiếu phổ thông,760.565.802,760.565.802,760565802.0,760565802.0
- Cổ phiếu ưu đãi,- Cổ phiếu ưu đãi,- Cổ phiếu ưu đãi,-,-,,
Mệnh giá cổ phiếu đang lưu hành (VND/cổ phiếu),- Cổ phiếu ưu đãi > Mệnh giá cổ phiếu đang lưu hành (VND/cổ phiếu),Mệnh giá cổ phiếu đang lưu hành (VND/cổ phiếu),10.000,10.000,10000.0,10000.0
