row_label_raw,row_label_full,col_0,Tại 31/12/2025,Tại 31/12/2024,numeric__Tại 31/12/2025,numeric__Tại 31/12/2024
Tiền gửi của các tổ chức tín dụng khác,Tiền gửi của các tổ chức tín dụng khác,Tiền gửi của các tổ chức tín dụng khác,6.528.858,3.870.200,6528858.0,3870200.0
Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,6.528.858,3.870.200,6528858.0,3870200.0
- Bằng VND,- Bằng VND,- Bằng VND,6.528.858,3.623.550,6528858.0,3623550.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,-,246.650,,246650.0
Vay các TCTD khác,Vay các TCTD khác,Vay các TCTD khác,10.480.363,7.864.093,10480363.0,7864093.0
"Vay các TCTD trong nước, các ngân hàng nước ngoài, chi nhánh ngân hàng nước ngoài khác tại Việt Nam","Vay các TCTD trong nước, các ngân hàng nước ngoài, chi nhánh ngân hàng nước ngoài khác tại Việt Nam","Vay các TCTD trong nước, các ngân hàng nước ngoài, chi nhánh ngân hàng nước ngoài khác tại Việt Nam",8.809.213,6.828.163,8809213.0,6828163.0
- Bằng VND,- Bằng VND,- Bằng VND,7.516.000,4.300.000,7516000.0,4300000.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,1.293.213,2.528.163,1293213.0,2528163.0
Vay các TCTD nước ngoài,Vay các TCTD nước ngoài,Vay các TCTD nước ngoài,1.671.150,1.035.930,1671150.0,1035930.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,1.671.150,1.035.930,1671150.0,1035930.0
Cộng,Cộng,Cộng,17.009.221,11.734.293,17009221.0,11734293.0
