row_label_raw,row_label_full,col_0,Năm 2025,Năm 2024,numeric__Năm 2025,numeric__Năm 2024
Thu nhập lãi,Thu nhập lãi,Thu nhập lãi,Thu nhập lãi,Thu nhập lãi,,
Công ty Cổ phần Amya Holdings,Thu nhập lãi > Công ty Cổ phần Amya Holdings,Công ty Cổ phần Amya Holdings,8.248,39.828,8248.0,39828.0
Chi phí lãi,Chi phí lãi,Chi phí lãi,Chi phí lãi,Chi phí lãi,,
Công ty Cổ phần Tái bảo hiểm Alpha,Chi phí lãi > Công ty Cổ phần Tái bảo hiểm Alpha,Công ty Cổ phần Tái bảo hiểm Alpha,936,(*),936.0,
Công ty Cổ phần Quản lý Quỹ Amber,Chi phí lãi > Công ty Cổ phần Quản lý Quỹ Amber,Công ty Cổ phần Quản lý Quỹ Amber,2.080,22.971,2080.0,22971.0
Góp vốn,Góp vốn,Góp vốn,Góp vốn,Góp vốn,,
Công ty Cổ phần Tái bảo hiểm Alpha,Góp vốn > Công ty Cổ phần Tái bảo hiểm Alpha,Công ty Cổ phần Tái bảo hiểm Alpha,52.500,(*),52500.0,
Cho vay,Cho vay,Cho vay,Cho vay,Cho vay,,
Công ty cổ phần Amya Holdings,Cho vay > Công ty cổ phần Amya Holdings,Công ty cổ phần Amya Holdings,-,120.768,,120768.0
Thu hồi gốc cho vay,Thu hồi gốc cho vay,Thu hồi gốc cho vay,Thu hồi gốc cho vay,Thu hồi gốc cho vay,,
Công ty Cổ phần Amya Holdings,Thu hồi gốc cho vay > Công ty Cổ phần Amya Holdings,Công ty Cổ phần Amya Holdings,40.000,40.000,40000.0,40000.0
