row_label_raw,row_label_full,col_0,Tại 31/12/2025,Tại 31/12/2024,numeric__Tại 31/12/2025,numeric__Tại 31/12/2024
Chứng chỉ tiền gửi bằng VND,Chứng chỉ tiền gửi bằng VND,Chứng chỉ tiền gửi bằng VND,28.432.000,16.831.000,28432000.0,16831000.0
Dưới 12 tháng,Dưới 12 tháng,Dưới 12 tháng,2.585.000,5.861.000,2585000.0,5861000.0
Bằng VND,Bằng VND,Bằng VND,2.585.000,5.861.000,2585000.0,5861000.0
Từ 12 tháng đến 5 năm,Từ 12 tháng đến 5 năm,Từ 12 tháng đến 5 năm,25.847.000,10.970.000,25847000.0,10970000.0
Bằng VND,Bằng VND,Bằng VND,25.847.000,10.970.000,25847000.0,10970000.0
Trái phiếu,Trái phiếu,Trái phiếu,2.410.000,1.725.000,2410000.0,1725000.0
Từ 12 tháng đến 5 năm,Từ 12 tháng đến 5 năm,Từ 12 tháng đến 5 năm,895.000,-,895000.0,
Bằng VND,Bằng VND,Bằng VND,895.000,-,895000.0,
Trên 5 năm,Trên 5 năm,Trên 5 năm,1.515.000,1.725.000,1515000.0,1725000.0
Bằng VND,Bằng VND,Bằng VND,1.515.000,1.725.000,1515000.0,1725000.0
Cộng,Cộng,Cộng,30.842.000,18.556.000,30842000.0,18556000.0
