row_label_raw,row_label_full,Dự phòng rủi ro cho vay khách hàng (xem thuyết minh số V.7),Năm 2025 > (813.913),Năm 2024 > (645.306),numeric__Năm 2025 > (813.913),numeric__Năm 2024 > (645.306)
Dự phòng chung cho hoạt động mua nợ,Dự phòng chung cho hoạt động mua nợ,Dự phòng chung cho hoạt động mua nợ,(14.910),-,-14910.0,
Cộng,Cộng,Cộng,(828.823),(645.306),-828823.0,-645306.0
