row_label_raw,row_label_full,col_0,Năm 2015 triệu đồng,Năm 2014 triệu đồng,numeric__Năm 2015 triệu đồng,numeric__Năm 2014 triệu đồng
Thu nhập lãi và các khoản thu nhập tương tự,Thu nhập lãi và các khoản thu nhập tương tự,Thu nhập lãi và các khoản thu nhập tương tự,9.260.912,9.142.174,9260912.0,9142174.0
Chi phí lãi và các chi phí tương tự,Chi phí lãi và các chi phí tương tự,Chi phí lãi và các chi phí tương tự,(7.574.914),(7.788.971),-7574914.0,-7788971.0
Thu nhập lãi thuần,Thu nhập lãi thuần,Thu nhập lãi thuần,1.685.998,1.353.203,1685998.0,1353203.0
Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,186.457,171.607,186457.0,171607.0
Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,(147.801),(115.740),-147801.0,-115740.0
Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,38.656,55.867,38656.0,55867.0
Lãi/(lỗ) thuần từ hoạt động kinh doanh ngoại hối,Lãi/(lỗ) thuần từ hoạt động kinh doanh ngoại hối,Lãi/(lỗ) thuần từ hoạt động kinh doanh ngoại hối,(70.925),(15.315),-70925.0,-15315.0
Lãi/(lỗ) thuần từ mua bán chứng khoán kinh doanh,Lãi/(lỗ) thuần từ mua bán chứng khoán kinh doanh,Lãi/(lỗ) thuần từ mua bán chứng khoán kinh doanh,(46.068),9.700,-46068.0,9700.0
Lãi thuần từ mua bán chứng khoán đầu tư,Lãi thuần từ mua bán chứng khoán đầu tư,Lãi thuần từ mua bán chứng khoán đầu tư,561.362,635.180,561362.0,635180.0
Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,244.446,289.025,244446.0,289025.0
Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,(31.963),(200.727),-31963.0,-200727.0
Lãi/(lỗ) thuần từ hoạt động khác,Lãi/(lỗ) thuần từ hoạt động khác,Lãi/(lỗ) thuần từ hoạt động khác,212.483,88.298,212483.0,88298.0
"Thu nhập từ góp vốn, mua cổ phần","Thu nhập từ góp vốn, mua cổ phần","Thu nhập từ góp vốn, mua cổ phần",140.616,91.245,140616.0,91245.0
TỔNG THU NHẬP HOẠT ĐỘNG,TỔNG THU NHẬP HOẠT ĐỘNG,TỔNG THU NHẬP HOẠT ĐỘNG,2.522.122,2.218.178,2522122.0,2218178.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,(773.089),(579.664),-773089.0,-579664.0
Chi phí khấu khảo và khấu trừ,Chi phí khấu khảo và khấu trừ,Chi phí khấu khảo và khấu trừ,(125.254),(96.725),-125254.0,-96725.0
Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,(922.244),(549.993),-922244.0,-549993.0
TỔNG CHI PHÍ HOẠT ĐỘNG,TỔNG CHI PHÍ HOẠT ĐỘNG,TỔNG CHI PHÍ HOẠT ĐỘNG,(1.820.587),(1.226.382),-1820587.0,-1226382.0
Lợi nhuận thuần từ hoạt động kinh doanh trướcchi phí dự phòng rủi ro tín dụng,Lợi nhuận thuần từ hoạt động kinh doanh trướcchi phí dự phòng rủi ro tín dụng,Lợi nhuận thuần từ hoạt động kinh doanh trướcchi phí dự phòng rủi ro tín dụng,701.535,991.796,701535.0,991796.0
Chi phí dự phòng rủi ro tín dụng,Chi phí dự phòng rủi ro tín dụng,Chi phí dự phòng rủi ro tín dụng,(1.286.082),(2.616.722),-1286082.0,-2616722.0
Hoàn nhập dự phòng rủi ro tín dụng,Hoàn nhập dự phòng rủi ro tín dụng,Hoàn nhập dự phòng rủi ro tín dụng,749.368,1.759.237,749368.0,1759237.0
TỔNG LỢI NHUẬN TRƯỚC THUẾ,TỔNG LỢI NHUẬN TRƯỚC THUẾ,TỔNG LỢI NHUẬN TRƯỚC THUẾ,164.821,134.311,164821.0,134311.0
Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,(42.196),(19.256),-42196.0,-19256.0
Chi phí thuế TNDN,Chi phí thuế TNDN,Chi phí thuế TNDN,(42.196),(19.256),-42196.0,-19256.0
LỢI NHUẬN SAU THUẾ,LỢI NHUẬN SAU THUẾ,LỢI NHUẬN SAU THUẾ,122.625,115.055,122625.0,115055.0
Lãi cơ bản trên cổ phiếu (đồng),Lãi cơ bản trên cổ phiếu (đồng),Lãi cơ bản trên cổ phiếu (đồng),106,145,106.0,145.0
