row_label_raw,row_label_full,col_0,31/12/2015 triệu đồng,31/12/2014 triệu đồng,numeric__31/12/2015 triệu đồng,numeric__31/12/2014 triệu đồng
TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,,
"Tiền mặt, vàng bạc, đá quý","TÀI SẢN > Tiền mặt, vàng bạc, đá quý","Tiền mặt, vàng bạc, đá quý",1.529.016,1.177.850,1529016.0,1177850.0
Tiền gửi tại Ngân hàng Nhà nước Việt Nam,TÀI SẢN > Tiền gửi tại Ngân hàng Nhà nước Việt Nam,Tiền gửi tại Ngân hàng Nhà nước Việt Nam,2.211.990,2.751.518,2211990.0,2751518.0
"Tiền, vàng gửi và cho vay các TCTD khác","TÀI SẢN > Tiền, vàng gửi và cho vay các TCTD khác","Tiền, vàng gửi và cho vay các TCTD khác",11.419.058,16.005.147,11419058.0,16005147.0
Tiền gửi tại các TCTD khác,TÀI SẢN > Tiền gửi tại các TCTD khác,Tiền gửi tại các TCTD khác,3.443.573,3.779.995,3443573.0,3779995.0
Cho vay các TCTD khác,TÀI SẢN > Cho vay các TCTD khác,Cho vay các TCTD khác,8.085.210,12.332.742,8085210.0,12332742.0
Dự phòng rủi ro tiền gửi và cho vay các TCTD khác,TÀI SẢN > Dự phòng rủi ro tiền gửi và cho vay các TCTD khác,Dự phòng rủi ro tiền gửi và cho vay các TCTD khác,(109.725),(107.590),-109725.0,-107590.0
Chứng khoán kinh doanh,TÀI SẢN > Chứng khoán kinh doanh,Chứng khoán kinh doanh,117.063,161.202,117063.0,161202.0
Chứng khoán kinh doanh,TÀI SẢN > Chứng khoán kinh doanh,Chứng khoán kinh doanh,196.922,200.896,196922.0,200896.0
Dự phòng giảm giả chứng khoán kinh doanh,TÀI SẢN > Dự phòng giảm giả chứng khoán kinh doanh,Dự phòng giảm giả chứng khoán kinh doanh,(79.859),(39.694),-79859.0,-39694.0
Các công cụ tài chính phải sinh và các tài sản tài chính khác,Các công cụ tài chính phải sinh và các tài sản tài chính khác,Các công cụ tài chính phải sinh và các tài sản tài chính khác,-,-,,
Cho vay khách hàng,Các công cụ tài chính phải sinh và các tài sản tài chính khác > Cho vay khách hàng,Cho vay khách hàng,27.429.314,22.966.507,27429314.0,22966507.0
