row_label_raw,row_label_full,Bên liên quan,Nội dung nghiệp vụ,Đơn vị tính: triệu VND > Năm nay,Đơn vị tính: triệu VND > Năm trước,numeric__Nội dung nghiệp vụ,numeric__Đơn vị tính: triệu VND > Năm nay,numeric__Đơn vị tính: triệu VND > Năm trước
Công ty Đầu tư Vinfast,Công ty Đầu tư Vinfast,Công ty Đầu tư Vinfast,Lãi cho vay,569.576,-,,569576.0,
Công ty Đầu tư Vinfast,Công ty Đầu tư Vinfast,Công ty Đầu tư Vinfast,Chuyển đổi từ khoản cho vay công ty con khác,-,4.746.465,,,4746465.0
Công ty VinES Hà Tĩnh,Công ty VinES Hà Tĩnh,Công ty VinES Hà Tĩnh,Lãi cho vay,313.351,312.567,,313351.0,312567.0
Công ty VinES Hà Tĩnh,Công ty VinES Hà Tĩnh,Công ty VinES Hà Tĩnh,Cho vay,-,789.000,,,789000.0
Công ty VinES Hà Tĩnh,Công ty VinES Hà Tĩnh,Công ty VinES Hà Tĩnh,Thu hồi gốc cho vay,-,364.000,,,364000.0
Công ty VinEG,Công ty VinEG,Công ty VinEG,Lãi cho vay,1.038.955,609.141,,1038955.0,609141.0
Công ty VinEG,Công ty VinEG,Công ty VinEG,Chuyển đổi từ khoản cho vay bên liên quan khác,-,8.657.958,,,8657958.0
Công ty Vingroup Investment,Công ty Vingroup Investment,Công ty Vingroup Investment,Cho vay,5.469.000,3.280.570,,5469000.0,3280570.0
Công ty Vingroup Investment,Công ty Vingroup Investment,Công ty Vingroup Investment,Lãi cho vay,863.893,202.642,,863893.0,202642.0
Công ty Vingroup Investment,Công ty Vingroup Investment,Công ty Vingroup Investment,Lãi cho vay nhập gốc,773.384,-,,773384.0,
Công ty Vingroup Investment,Công ty Vingroup Investment,Công ty Vingroup Investment,Thu hồi gốc cho vay,-,663.501,,,663501.0
Công ty VinBus,Công ty VinBus,Công ty VinBus,Thanh toán gốc vay,26.789.245,35.073.000,,26789245.0,35073000.0
Công ty VinBus,Công ty VinBus,Công ty VinBus,Đi vay,3.400.000,58.462.245,,3400000.0,58462245.0
Công ty VinBus,Công ty VinBus,Công ty VinBus,Lãi đi vay,416.904,1.452.373,,416904.0,1452373.0
Công ty VinBus,Công ty VinBus,Công ty VinBus,Cho vay,322.000,1.844.000,,322000.0,1844000.0
Công ty VinBus,Công ty VinBus,Công ty VinBus,Thu hồi gốc cho vay,-,3.656.645,,,3656645.0
Công ty VinDynamics,Công ty VinDynamics,Công ty VinDynamics,Đi vay,2.941.000,-,,2941000.0,
Công ty VinDynamics,Công ty VinDynamics,Công ty VinDynamics,Gớp vốn bằng tiền,255.000,-,,255000.0,
Công ty VinMetal,Công ty VinMetal,Công ty VinMetal,Gớp vốn bằng tiền,14.700.000,-,,14700000.0,
Công ty Vinmotion,Công ty Vinmotion,Công ty Vinmotion,Đi vay,10.836.000,-,,10836000.0,
Công ty Vinmotion,Công ty Vinmotion,Công ty Vinmotion,Thanh toán gốc vay,7.626.087,-,,7626087.0,
Công ty Vinmotion,Công ty Vinmotion,Công ty Vinmotion,Gớp vốn bằng tiền,510.000,-,,510000.0,
Công ty Vinmotion,Công ty Vinmotion,Công ty Vinmotion,Lãi đi vay,324.807,-,,324807.0,
