row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Đơn vị tính: triệu VND > Số cuối năm,Đơn vị tính: triệu VND > Số đầu năm,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Đơn vị tính: triệu VND > Số cuối năm,numeric__Đơn vị tính: triệu VND > Số đầu năm
Công ty Vincons,Công ty Vincons,Công ty Vincons,Công ty con,"Tạm ứng cho hoạt động cung cấp hàng hóa, dịch vụ",7.321.868,4.949.913,,,7321868.0,4949913.0
Công ty Vinhomes,Công ty Vinhomes,Công ty Vinhomes,Công ty con,"Tạm ứng cho hoạt động cung cấp hàng hóa, dịch vụ",1.016.974,1.016.962,,,1016974.0,1016962.0
Các công ty khác,Các công ty khác,Các công ty khác,Công ty con,Tạm ứng khác,69.550,31.860,,,69550.0,31860.0
,,,,,8.408.392,5.998.735,,,8408392.0,5998735.0
