row_label_raw,row_label_full,Bên liên quan,Môi quan hệ,Nội dung nghiệp vụ,Số cuối năm,Số dấu năm,numeric__Môi quan hệ,numeric__Nội dung nghiệp vụ,numeric__Số cuối năm,numeric__Số dấu năm
Công ty Vincons,Công ty Vincons,Công ty Vincons,Công ty con,Phải trả liên quan đến hoạt động xây dựng,724.848,618.819,,,724848.0,618819.0
Công ty Vinhomes,Công ty Vinhomes,Công ty Vinhomes,Công ty con,"Phải trả về tư vấn, quản lý dự ản",314.985,604.855,,,314985.0,604855.0
Công ty VinFast Trading,Công ty VinFast Trading,Công ty VinFast Trading,Công ty con,"Phải trả mua hàng hóa, dịch vụ",82.595,-,,,82595.0,
Các công ty khác,Các công ty khác,Các công ty khác,"Công ty con, các bên liên quan khác","Phải trả mua hàng hóa, dịch vụ",128.332,97.745,,,128332.0,97745.0
,,,,,1.250.760,1.321.419,,,1250760.0,1321419.0
