row_label_raw,row_label_full,TT,Tên công ty,Tên viết tắt,Tỷ lệ biểu quyết (%) (*),Tỷ lệ lợi ích (%),Trụ sở chính,Hoạt động chính,numeric__Tên công ty,numeric__Tên viết tắt,numeric__Tỷ lệ biểu quyết (%) (*),numeric__Tỷ lệ lợi ích (%),numeric__Trụ sở chính,numeric__Hoạt động chính
59,59,59,Công ty cổ phần Đầu tư và Phát triển VinFast,Công ty VinFast Invest,"99,90","50,60","Khu kinh tế Đình Vũ – Cát Hải, đào Cát Hải, Đặc khu Cát Hải, Thành phố Hải Phòng, Việt Nam","Hỗ trợ, đầu tư doanh nghiệp khởi nghiệp",,,99.9,50.6,,
60,60,60,Công ty VinFast Germany GmbH,Công ty VinFast Germany,"100,00","50,60","Kornmarktarkaden, Bethmannstraße 8/Berliner Straße 51 – 60311 Frankfurt am Main, Germany","Mua bán, xuất nhập khẩu thiết bị, linh kiện vật tư, phụ tùng ôtô xe máy và các hàng hóa liên quan",,,100.0,50.6,,
61,61,61,Công ty VinFast Engineering Australia PTY Ltd,Công ty VinFast Australia,"100,00","50,60","Unit 3, 419 Bay Street, Brighton VIC 3186, Australia","Thiết kế ô tô & xe máy, Hợp tác nghiên cứu công nghệ, Nhập khẩu và phân phối hàng hóa",,,100.0,50.6,,
62,62,62,Công ty Cổ phần Vingroup Investment Việt Nam,Công ty Vingroup Investment Việt Nam,"100,00","50,91","Số 7, Đường Bằng Lăng 1, Khu đô thị Vinhomes Riverside, Phường Phúc Lợi, Thành phố Hà Nội, Việt Nam","Hoạt động tư vấn, đầu tư",,,100.0,50.91,,
63,63,63,Công ty TNHH Kinh Doanh Thương Mại Và Dịch Vụ VinFast,Công ty VinFast Trading,"99,50","50,35","Số 7, Đường Bằng Lăng 1, Khu đô thị Vinhomes Riverside, Phường Phúc Lợi, Thành phố Hà Nội, Việt Nam",Bán lẻ ô tô con,,,99.5,50.35,,
64,64,64,"Công ty Vingroup USA, LLC",Công ty Vingroup USA,"100,00","50,65","251 Little Falls Drive, Wilmington, DE, 19808, USA","Nhập khẩu và phân phối thiết bị điện tử, viễn thông",,,100.0,50.65,,
65,65,65,"Công ty VinFast Auto, LLC",Công ty VinFast Auto USA,"100,00","50,65","251 Little Falls Drive, Wilmington, DE, 19808, USA",Nhập khẩu và phân phối xe ô tô,,,100.0,50.65,,
66,66,66,"Công ty VinFast USA Distribution, LLC",Công ty VinFast USA Distribution,"100,00","50,65","251 Little Falls Drive, Wilmington, DE, 19808, USA",Nhập khẩu và phân phối xe ô tô,,,100.0,50.65,,
67,67,67,"Công ty VinFast Auto Canada Inc,",Công ty VinFast Canada,"100,00","50,91","1133 Melville Street Suite 3500, The Stack, Vancouver, BC V6E 4E5, Canada",Nhập khẩu và phân phối xe ô tô,,,100.0,50.91,,
68,68,68,Công ty VinFast France,Công ty VinFast France,"100,00","50,91","72 rue du Faubourg Saint Honoré, Paris, 75008 France",Nhập khẩu và phân phối xe ô tô,,,100.0,50.91,,
