row_label_raw,row_label_full,col_0,Số cuối năm > Giá gốc,Số cuối năm > Giá trị ghi sổ,Đơn vị tính: triệu VND > Số đầu năm,Đơn vị tính: triệu VND > Số đầu năm_1,numeric__Số cuối năm > Giá gốc,numeric__Số cuối năm > Giá trị ghi sổ,numeric__Đơn vị tính: triệu VND > Số đầu năm,numeric__Đơn vị tính: triệu VND > Số đầu năm_1
Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,2.274.128,2.274.128,1.598.320,1.598.320,2274128.0,2274128.0,1598320.0,1598320.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,2.274.128,2.274.128,1.598.320,1.598.320,2274128.0,2274128.0,1598320.0,1598320.0
