row_label_raw,row_label_full,Tên,Chức danh,Đơn vị tính: triệu VND > Năm nay,Đơn vị tính: triệu VND > Năm trước,numeric__Chức danh,numeric__Đơn vị tính: triệu VND > Năm nay,numeric__Đơn vị tính: triệu VND > Năm trước
Ông Nguyễn Việt Quang,Ông Nguyễn Việt Quang,Ông Nguyễn Việt Quang,Tổng Giám đốc,18.958,11.128,,18958.0,11128.0
Các thành viên quản lý khác,Các thành viên quản lý khác,Các thành viên quản lý khác,,48.682,41.873,,48682.0,41873.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,,67.640,53.001,,67640.0,53001.0
