row_label_raw,row_label_full,col_0,Số cuối năm > Giá gốc,Số cuối năm > Giá trị hợp lý,Đơn vị tính: triệu VND > Số đầu năm,Đơn vị tính: triệu VND > Số đầu năm_1,numeric__Số cuối năm > Giá gốc,numeric__Số cuối năm > Giá trị hợp lý,numeric__Đơn vị tính: triệu VND > Số đầu năm,numeric__Đơn vị tính: triệu VND > Số đầu năm_1
Các khoản đầu tư khác (i),Các khoản đầu tư khác (i),Các khoản đầu tư khác (i),1.583.614,1.583.614,-,-,1583614.0,1583614.0,,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.583.614,1.583.614,-,-,1583614.0,1583614.0,,
