row_label_raw,row_label_full,Khoản vay,Nguyên tệ,Lãi suất,numeric__Nguyên tệ,numeric__Lãi suất
Khoản vay không có tài sản đảm bảo,Khoản vay không có tài sản đảm bảo,Khoản vay không có tài sản đảm bảo,VND,"Lãi suất cố định, lãi suất trong năm từ 5,7%/năm đến 7,15%/năm",,
Khoản vay có tài sản đảm bảo,Khoản vay có tài sản đảm bảo,Khoản vay có tài sản đảm bảo,VND,"Lãi suất thả nổi, lãi suất trong năm từ 10%/năm đến 14%/năm",,
,,,,"Lãi suất cố định, lãi suất trong năm từ 5,7%/năm đến 15%/năm",,
