row_label_raw,row_label_full,"Đơn vị tư vấn/đại lý ủy thác phát hành > Công ty Cổ phần Chứng khoán Kỹ thương (i)Trong đó:Trái phiếu dài hạn đến hạn trả > Công ty Cổ phần Chứng khoán Kỹ thương (ii)Trong đó:Trái phiếu dài hạn đến hạn trả > Công ty Cổ phần Chứng khoán SSI (i)Trong đó:Trái phiếu dài hạn đến hạn trả > Công ty Cổ phần Chứng khoán HD (i)Trong đó:Trái phiếu dài hạn đến hạn trả > Công ty Cổ phần Chứng khoán BIDV (ii) > Công ty Chứng khoán Ngân hàng Việt Nam Thịnh Vương (ii) > Ngân hàng The Hong Kong and Shanghai Banking Corporation Limited, Singapore Branch; Ngân hàng UBS AG Singapore Branch và Ngân hàng The Bank of New York Mellon, London Branch (i), (iii)",Số cuối năm > Nguyên tệ > VND > USD,Số cuối năm > Triệu VND > 5.974.068 > 1.998.047 > 7.971.814 > 1.047.643 > 732.711 > 17.573.894 > 7.875.716 > 1.951.501 > 5.738.955 > 4.390.187,Kỳ hạn trả gốc và lãi > Trả gốc từ tháng 3 năm 2026 đến tháng 3 năm 2027.Trả lãi sâu tháng một lần > Trả gốc từ tháng 2 năm 2026 đến tháng 6 năm 2028.Trả lãi hàng quỹ hoặc sâu tháng một lần > Trả gốc tháng 9 năm 2026. Trả lãi sâu tháng một lần > Trả gốc từ tháng 4 năm 2026 đến tháng 5 năm 2027.Trả lãi hàng quỹ > Trả gốc từ tháng 6 năm 2028 đến tháng 11 năm 2028.Trả lãi sâu tháng một lần > Trả gốc vào tháng 9 năm 2027. Trả lãi hàng quỹ > Trả gốc từ tháng 1 năm 2026 đến tháng 11 năm 2028.Trả lãi hàng quỹ.Trái chủ có thể thực hiện quyền chọn bán vào tháng 11 năm 2026,"Lãi suất năm > Lãi suất thả nổi, lãi suất trong năm từ 8,675%/năm đến 15%/năm > Lãi suất cố định, lãi suất trong năm từ 8,5%/năm đến 12%/năm > Lãi suất thả nổi, lãi suất trong năm 9,175%/năm > Lãi suất cố định, lãi suất trong năm 12,5%/nămLãi suất thả nổi, lãi suất trong năm từ 12,5%/năm đến 12,6%/năm > Lãi suất cố định, lãi suất trong năm 12%/năm > Lãi suất cố định, lãi suất trong năm 11%/năm > Lãi suất cố định, lãi suất trong năm 10%/năm",numeric__Số cuối năm > Nguyên tệ > VND > USD,numeric__Số cuối năm > Triệu VND > 5.974.068 > 1.998.047 > 7.971.814 > 1.047.643 > 732.711 > 17.573.894 > 7.875.716 > 1.951.501 > 5.738.955 > 4.390.187,numeric__Kỳ hạn trả gốc và lãi > Trả gốc từ tháng 3 năm 2026 đến tháng 3 năm 2027.Trả lãi sâu tháng một lần > Trả gốc từ tháng 2 năm 2026 đến tháng 6 năm 2028.Trả lãi hàng quỹ hoặc sâu tháng một lần > Trả gốc tháng 9 năm 2026. Trả lãi sâu tháng một lần > Trả gốc từ tháng 4 năm 2026 đến tháng 5 năm 2027.Trả lãi hàng quỹ > Trả gốc từ tháng 6 năm 2028 đến tháng 11 năm 2028.Trả lãi sâu tháng một lần > Trả gốc vào tháng 9 năm 2027. Trả lãi hàng quỹ > Trả gốc từ tháng 1 năm 2026 đến tháng 11 năm 2028.Trả lãi hàng quỹ.Trái chủ có thể thực hiện quyền chọn bán vào tháng 11 năm 2026,"numeric__Lãi suất năm > Lãi suất thả nổi, lãi suất trong năm từ 8,675%/năm đến 15%/năm > Lãi suất cố định, lãi suất trong năm từ 8,5%/năm đến 12%/năm > Lãi suất thả nổi, lãi suất trong năm 9,175%/năm > Lãi suất cố định, lãi suất trong năm 12,5%/nămLãi suất thả nổi, lãi suất trong năm từ 12,5%/năm đến 12,6%/năm > Lãi suất cố định, lãi suất trong năm 12%/năm > Lãi suất cố định, lãi suất trong năm 11%/năm > Lãi suất cố định, lãi suất trong năm 10%/năm"
Trong đó:Trái phiếu dài hạn đến hạn trả,Trong đó:Trái phiếu dài hạn đến hạn trả,Trong đó:Trái phiếu dài hạn đến hạn trả,USD,660.550,,,,660550.0,,
"Ngân hàng The Hongkong and Shanghai Banking Corporation Limited, Deutsche Bank AG, Singapore Branch and Daiwa Capital Markets Hong Kong Limited (i), (iv)","Ngân hàng The Hongkong and Shanghai Banking Corporation Limited, Deutsche Bank AG, Singapore Branch and Daiwa Capital Markets Hong Kong Limited (i), (iv)","Ngân hàng The Hongkong and Shanghai Banking Corporation Limited, Deutsche Bank AG, Singapore Branch and Daiwa Capital Markets Hong Kong Limited (i), (iv)",USD,8.395.905,Trả gốc tháng 12 năm 2030. Trả lãi sâu tháng một lần.Trái chủ có thể thực hiện quyền chọn bán vào tháng 12 năm 2028,"Lãi suất cố định, lãi suất trong năm 5,5%/năm",,8395905.0,,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,,52.729.035,,,,52729035.0,,
Trong đó:Trải phiếu dài hạn,Trong đó:Trải phiếu dài hạn,Trong đó:Trải phiếu dài hạn,,40.414.368,,,,40414368.0,,
Trải phiếu dài hạn đến hạn trả,Trải phiếu dài hạn đến hạn trả,Trải phiếu dài hạn đến hạn trả,,12.314.667,,,,12314667.0,,
