row_label_raw,row_label_full,Bên liên quan,Môi quan hệ,Nội dung nghiệp vụ,Đơn vị tính: triệu VND > Số cuối năm,Đơn vị tính: triệu VND > Số đầu năm,numeric__Môi quan hệ,numeric__Nội dung nghiệp vụ,numeric__Đơn vị tính: triệu VND > Số cuối năm,numeric__Đơn vị tính: triệu VND > Số đầu năm
Công ty Vinsmart,Công ty Vinsmart,Công ty Vinsmart,Công ty con,Lãi vay phải trả,522.113,-,,,522113.0,
Công ty VinRobotics,Công ty VinRobotics,Công ty VinRobotics,Công ty con,Lãi vay phải trả,364.305,-,,,364305.0,
Công ty VinAcademy,Công ty VinAcademy,Công ty VinAcademy,Công ty con,Lãi vay phải trả,132.577,71.937,,,132577.0,71937.0
Các công ty khác,Các công ty khác,Các công ty khác,"Công ty con, các bên liên quan khác","Lãi vay, lãi cọc phải trả",134.547,751.374,,,134547.0,751374.0
,,,,,1.153.542,823.311,,,1153542.0,823311.0
