row_label_raw,row_label_full,TT,Tên công ty,Tên viết tắt,Tỷ lệ biểu quyết (%)(*),Tỷ lệ lợi ích (%),Trụ sở chính,Hoạt động chính,numeric__Tên công ty,numeric__Tên viết tắt,numeric__Tỷ lệ biểu quyết (%)(*),numeric__Tỷ lệ lợi ích (%),numeric__Trụ sở chính,numeric__Hoạt động chính
69,69,69,"Công ty VinFast Netherlands B,V",Công ty VinFast Netherlands,"100,00","50,91","Raadhuisstraat 32, 1016 DG Amsterdam, Netherlands",Nhập khẩu và phân phối xe ô tô,,,100.0,50.91,,
70,70,70,"Công ty VinFast Manufacturing US, LLC",Công ty VinFast Manufacturing US,"100,00","50,65","1686 VinFast Drive Moncure, North Carolina 27559 Chatham County, USA",Lắp ráp xe điện và Ebus,,,100.0,50.65,,
71,71,71,Công ty PT VinFast Automobile Indonesia,Công ty VinFast Indonesia,"100,00","50,84","Tầng 45, Tòa nhà AXA, JI, Prof,Dr,Satrio Kav 18, Kuningan Setiabudi, Jakarta 12940 Indonesia",Nghiên cứu và phát triển thị trường,,,100.0,50.84,,
72,72,72,Công ty VinFast Auto India Private Limited,Công ty VinFast India,"100,00","50,84","1st Floor, Urbanwrk, The Statement Baani, Golf Course Road, Sector 43, DLF QE, Gurgaon, Haryana, 122002, India",Kinh doanh ô tô,,,100.0,50.84,,
73,73,73,Công ty VinFast UK Ltd,Công ty VinFast UK,"100,00","50,65","21 Holborn Viaduct, London, United Kingdom EC1A 2DY",Kinh doanh ô tô,,,100.0,50.65,,
74,74,74,"Công ty VinFast Auto (Thailand) Co., Ltd",Công ty VinFast Thailand,"100,00","50,65","Số 425/1, tầng 4, Tòa Enco Terminal Building B, đường Kamphaeng Phet 6, quận Don Mueang, Don Mueang Subdistrict, Bangkok Metropolis",Kinh doanh ô tô,,,100.0,50.65,,
75,75,75,VinFast Middle East FZE,Công ty VinFast UAE,"100,00","50,65","Jebel Ali Freezone, Dubai United Arab Emirates",Kinh doanh ô tô,,,100.0,50.65,,
76,76,76,Công ty VinFast Kazakhstan,Công ty VinFast Kazakhstan,"100,00","50,65","Số 10, Đường Yelebekov, Quận Medeu, Thành phố Almaty, Kazakhstan",Kinh doanh ô tô,,,100.0,50.65,,
77,77,77,"Công ty VinFast Auto Philippines Corp,",Công ty VinFast Philippines,"100,00","50,65","Unti 1603 Capital House, 9th Avenue corner Lane S, Bonifacio Global City, Taguig City 1634, Philippines",Kinh doanh ô tô,,,100.0,50.65,,
78,78,78,"Công ty VinFast Auto México, S. DE R.L DE C.V.",Công ty VinFast Mexico,"100,00","50,65",Street: Bosque de Ciruelos |Ext Number: 180| Int Number: PP 101 | Suburb: Bosque de las Lomas| County: Miguel Hidalgo| State: Mexico City | Zip Code: 11700,Kinh doanh ô tô,,,100.0,50.65,,
