row_label_raw,row_label_full,col_0,Đơn vị tính: triệu VND > Giá trị đồng thời là số có khả năng trả nợ > Số cuối năm,Đơn vị tính: triệu VND > Giá trị đồng thời là số có khả năng trả nợ > Số đầu năm,numeric__Đơn vị tính: triệu VND > Giá trị đồng thời là số có khả năng trả nợ > Số cuối năm,numeric__Đơn vị tính: triệu VND > Giá trị đồng thời là số có khả năng trả nợ > Số đầu năm
Trả trước theo các hợp đồng chuyển nhượng bất động sản (i),Trả trước theo các hợp đồng chuyển nhượng bất động sản (i),Trả trước theo các hợp đồng chuyển nhượng bất động sản (i),46.246.490,15.817.319,46246490.0,15817319.0
Trả trước theo hợp đồng Xây dựng – Chuyển giao (ii),Trả trước theo hợp đồng Xây dựng – Chuyển giao (ii),Trả trước theo hợp đồng Xây dựng – Chuyển giao (ii),9.430.111,7.600.198,9430111.0,7600198.0
Người mua trả tiền trước khác,Người mua trả tiền trước khác,Người mua trả tiền trước khác,-,304.807,,304807.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,55.676.601,23.722.324,55676601.0,23722324.0
Trong đó:Người mua trả tiền trước,Trong đó:Người mua trả tiền trước,Trong đó:Người mua trả tiền trước,54.492.189,23.417.517,54492189.0,23417517.0
Các bên liên quan trả tiền trước(Thuyết minh số 33.2),Các bên liên quan trả tiền trước(Thuyết minh số 33.2),Các bên liên quan trả tiền trước(Thuyết minh số 33.2),1.184.412,304.807,1184412.0,304807.0
