row_label_raw,row_label_full,col_0,Số cuối năm > Số lượng cổ phần,Số cuối năm > Tỷ lệ biểu quyết,Số cuối năm > Tỷ lệ sở hữu,Số cuối năm > Giá trị ghi số (ii) (triệu VND),Số đầu năm > Số lượng cổ phần,Số đầu năm > Tỷ lệ biểu quyết,Số đầu năm > Tỷ lệ sở hữu,Số đầu năm > Giá trị ghi số (ii) (triệu VND),numeric__Số cuối năm > Số lượng cổ phần,numeric__Số cuối năm > Tỷ lệ biểu quyết,numeric__Số cuối năm > Tỷ lệ sở hữu,numeric__Số cuối năm > Giá trị ghi số (ii) (triệu VND),numeric__Số đầu năm > Số lượng cổ phần,numeric__Số đầu năm > Tỷ lệ biểu quyết,numeric__Số đầu năm > Tỷ lệ sở hữu,numeric__Số đầu năm > Giá trị ghi số (ii) (triệu VND)
Công ty Cổ phần Năng lượng VinEnergo (iii),Công ty Cổ phần Năng lượng VinEnergo (iii),Công ty Cổ phần Năng lượng VinEnergo (iii),538.365.000,"19,00%","19,00%",5.383.650,-,-,-,-,538365000.0,0.19,0.19,5383650.0,,,,
Công ty Cổ phần Đầu tư và Phát triển Đường sắt Tốc độ cao VinSpeed (iii),Công ty Cổ phần Đầu tư và Phát triển Đường sắt Tốc độ cao VinSpeed (iii),Công ty Cổ phần Đầu tư và Phát triển Đường sắt Tốc độ cao VinSpeed (iii),450.000.000,"10,00%","10,00%",4.500.000,-,-,-,-,450000000.0,0.1,0.1,4500000.0,,,,
Công ty Cổ phần Di chuyển Xanh và Thông minh GSM,Công ty Cổ phần Di chuyển Xanh và Thông minh GSM,Công ty Cổ phần Di chuyển Xanh và Thông minh GSM,177.500.000,"5,00%","5,00%",1.775.000,90.000.000,"5,00%","5,00%",900.000,177500000.0,0.05,0.05,1775000.0,90000000.0,0.05,0.05,900000.0
Công ty TNHH Đầu tư Phát triển Đô thị Ngọc Viễn Đông,Công ty TNHH Đầu tư Phát triển Đô thị Ngọc Viễn Đông,Công ty TNHH Đầu tư Phát triển Đô thị Ngọc Viễn Đông,(i),"9,62%","9,62%",519.233,(i),"9,62%","9,62%",519.233,,0.0962,0.0962,519233.0,,0.0962,0.0962,519233.0
Công ty Cổ phần Bảo hiểm Nhân thọ Kỹ thương,Công ty Cổ phần Bảo hiểm Nhân thọ Kỹ thương,Công ty Cổ phần Bảo hiểm Nhân thọ Kỹ thương,13.000.000,"10,00%","10,00%",130.000,-,-,-,-,13000000.0,0.1,0.1,130000.0,,,,
Các đơn vị khác,Các đơn vị khác,Các đơn vị khác,,,,90.200,,,,107.515,,,,90200.0,,,,107515.0
,,,,,,12.398.083,,,,1.526.748,,,,12398083.0,,,,1526748.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,,,,,,,,,,,,,,,,
Dự phòng đầu tư góp vốn vào đơn vị khác (iv),TỔNG CỘNG > Dự phòng đầu tư góp vốn vào đơn vị khác (iv),Dự phòng đầu tư góp vốn vào đơn vị khác (iv),,,,(1.353.835),,,,(439.804),,,,-1353835.0,,,,-439804.0
