row_label_raw,row_label_full,Bên liên quan,Nội dung nghiệp vụ,Đơn vị tính: triệu VND > Năm nay,Đơn vị tính: triệu VND > Năm trước,numeric__Nội dung nghiệp vụ,numeric__Đơn vị tính: triệu VND > Năm nay,numeric__Đơn vị tính: triệu VND > Năm trước
Công ty Vinsmart Future,Công ty Vinsmart Future,Công ty Vinsmart Future,Cho vay,640.000,-,,640000.0,
Công ty Cần Giờ,Công ty Cần Giờ,Công ty Cần Giờ,Hoàn cọc chuyển nhượng cổ phầnNhận đặt cọc chuyển nhượng cổ phần theothỏa thuận chuyển giao ba bênChi phí bởi thường hoàn cọc chuyển nhượng cổ phần,2.863.1252.863.1251.204.866,----,,2.863125286312512e+20,
Công ty Đô thị Đại học Berjaya,Công ty Đô thị Đại học Berjaya,Công ty Đô thị Đại học Berjaya,Chuyển cọc chuyển nhượng cổ phần theothỏa thuận chuyển giao ba bên,2.863.125,-,,2863125.0,
Công ty VinES,Công ty VinES,Công ty VinES,Chuyển đổi thành khoản cho vay công ty con khácCho vayThu hồi gốc cho vayLãi cho vay,----,8.657.9585.768.000618.572270.795,,,8.657958576800063e+25
Công ty Ngọc Việt(Công ty con đến ngày 22 tháng 4 năm 2024),Công ty Ngọc Việt(Công ty con đến ngày 22 tháng 4 năm 2024),Công ty Ngọc Việt(Công ty con đến ngày 22 tháng 4 năm 2024),Đi vayThanh toán gốc vayChuyển đổi thành khoản đi vay công ty con khácThu hồi gốc cho vayLãi đi vay,----,30.271.14810.335.0004.500.0002.456.222317.213,,,3.0271148103350005e+35
Công ty VSN(Công ty con đến ngày 22 tháng 4 năm 2024),Công ty VSN(Công ty con đến ngày 22 tháng 4 năm 2024),Công ty VSN(Công ty con đến ngày 22 tháng 4 năm 2024),Thanh toán gốc vayCho vayCần trừ gốc cho vay với công ty con khác,----,265.000212.000212.000,,,2.65000212000212e+17
