row_label_raw,row_label_full,TT,Tên công ty,Tên viết tắt,Tỷ lệ biểu quyết (%)(*),Tỷ lệ lợi ích (%),Trụ sở chính,Hoạt động chính,numeric__Tên công ty,numeric__Tên viết tắt,numeric__Tỷ lệ biểu quyết (%)(*),numeric__Tỷ lệ lợi ích (%),numeric__Trụ sở chính,numeric__Hoạt động chính
29,29,29,Công ty Cổ phần Sách Việt Nam,Công ty Sách Việt Nam,"65,33","65,33","Số 44 phố Tràng Tiền, Phường Cửa Nam, Thành phố Hà Nội, Việt Nam",Xuất bản sách,,,65.33,65.33,,
30,30,30,Công ty Cổ phần Bất động sản SV Tây Hà Nội 2,Công ty SV Tây Hà Nội 2,"100,00","71,62","Tầng 2, khu Almaz Market, Đường Hoa Lan, Khu đô thị sinh thái Vinhomes Riverside, Phường Phúc Lợi, Thành phố Hà Nội, Việt Nam","Đầu tư, xây dựng và kinh doanh bất động sản",,,100.0,71.62,,
31,31,31,Công ty TNHH Phát triển Bất động sản TS Holding,Công ty TS Holding,"65,99","48,58","Số 7, Đường Bằng Lăng 1, Khu đô thị Vinhomes Riverside, Phường Phúc Lợi, Thành phố Hà Nội, Việt Nam",Kinh doanh bất động sản,,,65.99,48.58,,
32,32,32,Công ty TNHH Phát triển Bất động sản TPX Holding,Công ty TPX Holding,"99,99","68,61","72 Lê Thánh Tôn, Phường Sài Gòn, Thành phố Hồ Chí Minh, Việt Nam",Kinh doanh bất động sản,,,99.99,68.61,,
33,33,33,Công ty Cổ phần Đầu tư Cam Ranh,Công ty Cam Ranh,"100,00","73,55","Đảo Hòn Tre, Phường Nha Trang, Tĩnh Khánh Hòa, Việt Nam","Đầu tư, xây dựng và kinh doanh dịch vụ nhà hàng, khách sạn",,,100.0,73.55,,
34,34,34,Công ty TNHH Thương mại và Phát triển Kinh doanh Sao Mai,Công ty Sao Mai,"100,00","48,97","Tòa nhà TechnoPark Tower, Khu đô thị Gia Lâm, Xã Gia Lâm, Thành phố Hà Nội, Việt Nam",Kinh doanh bất động sản,,,100.0,48.97,,
35,35,35,Công ty TNHH Phát triển Bất động sản Vịnh Xanh 1,Công ty Vịnh Xanh 1,"99,74","73,32","Căn TĐ 6-02, Khu đô thị Đại An, Xã Nghĩa Trụ, Tỉnh Hưng Yên, Việt Nam",Kinh doanh bất động sản,,,99.74,73.32,,
36,36,36,Công ty TNHH Đầu tư Phát triển Bất động sản Vịnh Xanh 2,Công ty Vịnh Xanh 2,"99,77","73,34","Căn TĐ 6-02, Khu đô thị Đại An, Xã Nghĩa Trụ, Tỉnh Hưng Yên, Việt Nam",Kinh doanh bất động sản,,,99.77,73.34,,
37,37,37,Công ty Cổ phần VinCargo,Công ty VinCargo,"99,00","99,00","Tòa nhà Văn phòng Symphony, Đường Chu Huy Mân, Khu đô thị sinh thái Vinhomes Riverside, Phường Phúc Lợi, Thành phố Hà Nội, Việt Nam","Vận tải, hàng hóa ven biển và viễn dương",,,99.0,99.0,,
38,38,38,Công ty Cổ phần Vinpearl,Công ty Vinpearl,"85,55","85,55","Đảo Hòn Tre, Phường Nha Trang, Tĩnh Khánh Hòa, Việt Nam","Đầu tư, xây dựng và kinh doanh dịch vụ nhà hàng, khách sạn",,,85.55,85.55,,
