row_label_raw,row_label_full,Bên liên quan > Vay ngắn hạn (Thuyết minh số 23) > Công ty Xavinco (i) > Công ty Xalivico (ii) > Công ty World Academy (i) > Công ty VinBigData (i) > Các công ty khác (i),Môi quan hệ > Vay ngắn hạn (Thuyết minh số 23) > Công ty con,Số cuối nămTriệu VND > Vay ngắn hạn (Thuyết minh số 23) > 736.882 > 191.100 > 170.500 > 60.000 > 46.101,Lãi suất%/năm > Vay ngắn hạn (Thuyết minh số 23) > 12,Ngày đáo hạn > Vay ngắn hạn (Thuyết minh số 23) > Tháng 8 năm 2025 > Từ tháng 6 đến tháng 12 năm 2025 > Từ tháng 1 đến tháng 7 năm 2025,numeric__Môi quan hệ > Vay ngắn hạn (Thuyết minh số 23) > Công ty con,numeric__Số cuối nămTriệu VND > Vay ngắn hạn (Thuyết minh số 23) > 736.882 > 191.100 > 170.500 > 60.000 > 46.101,numeric__Lãi suất%/năm > Vay ngắn hạn (Thuyết minh số 23) > 12,numeric__Ngày đáo hạn > Vay ngắn hạn (Thuyết minh số 23) > Tháng 8 năm 2025 > Từ tháng 6 đến tháng 12 năm 2025 > Từ tháng 1 đến tháng 7 năm 2025
,,,,1.204.583,,,,1204583.0,,
Vay dài hạn (Thuyết minh số 23),Vay dài hạn (Thuyết minh số 23),Vay dài hạn (Thuyết minh số 23),Vay dài hạn (Thuyết minh số 23),Vay dài hạn (Thuyết minh số 23),Vay dài hạn (Thuyết minh số 23),Vay dài hạn (Thuyết minh số 23),,,,
Công ty VinBus (i),Vay dài hạn (Thuyết minh số 23) > Công ty VinBus (i),Công ty VinBus (i),Công ty con,23.389.245,12,Từ tháng 1 đến tháng 3 năm 2026,,23389245.0,12.0,
Công ty Vinsmart (i),Vay dài hạn (Thuyết minh số 23) > Công ty Vinsmart (i),Công ty Vinsmart (i),Công ty con,14.998.455,12,Từ tháng 2 đến tháng 6 năm 2026,,14998455.0,12.0,
Công ty VinAcademy (i),Vay dài hạn (Thuyết minh số 23) > Công ty VinAcademy (i),Công ty VinAcademy (i),Công ty con,4.140.800,12,Từ tháng 1 đến tháng 6 năm 2026,,4140800.0,12.0,
Công ty Vinpearl Cửa Hội (i),Vay dài hạn (Thuyết minh số 23) > Công ty Vinpearl Cửa Hội (i),Công ty Vinpearl Cửa Hội (i),Công ty con,2.894.000,12,Tháng 3 năm 2026,,2894000.0,12.0,
Các công ty khác (i),Vay dài hạn (Thuyết minh số 23) > Các công ty khác (i),Các công ty khác (i),"Công ty con, công ty liên kết",71.153,12,Từ tháng 2 đến tháng 6 năm 2026,,71153.0,12.0,
,,,,45.493.653,,,,45493653.0,,
