row_label_raw,row_label_full,Bên liên quan,Nội dung nghiệp vụ,Đơn vị tính: triệu VND > Năm nay,Đơn vị tính: triệu VND > Năm trước,numeric__Nội dung nghiệp vụ,numeric__Đơn vị tính: triệu VND > Năm nay,numeric__Đơn vị tính: triệu VND > Năm trước
Công ty Vinhomes,Công ty Vinhomes,Công ty Vinhomes,Phải thu từ hợp đồng hợp tác đầu tư,31.612.357,-,,31612357.0,
Công ty Vinhomes,Công ty Vinhomes,Công ty Vinhomes,Nhận tiền từ hợp đồng hợp tác đầu tư,9.304.474,-,,9304474.0,
Công ty Vinhomes,Công ty Vinhomes,Công ty Vinhomes,Nhận đặt cọc cho mục đích hợp tác đầu tư,7.141.351,1.500.000,,7141351.0,1500000.0
Công ty Vinhomes,Công ty Vinhomes,Công ty Vinhomes,Lợi nhuận phân chia cho hợp đồng hợp tác kinh doanh,3.002.540,10.771.283,,3002540.0,10771283.0
Công ty Vinhomes,Công ty Vinhomes,Công ty Vinhomes,Doanh thu cung cấp dịch vụ quản lý,1.236.782,903.988,,1236782.0,903988.0
Công ty Vinhomes,Công ty Vinhomes,Công ty Vinhomes,Hoàn cọc cho mục đích hợp tác đầu tư và chuyển nhượng dự án,618.052,27.975.000,,618052.0,27975000.0
Công ty Vinhomes,Công ty Vinhomes,Công ty Vinhomes,Cần trừ công nợ tạm ứng dịch vụ quản lý,604.807,1.055.193,,604807.0,1055193.0
Công ty Vinhomes,Công ty Vinhomes,Công ty Vinhomes,Phải trả từ dịch vụ tư vấn bản hàng,986.521,510.898,,986521.0,510898.0
Công ty Vinhomes,Công ty Vinhomes,Công ty Vinhomes,Nhận tạm ứng cho dịch vụ quản lý,300.000,1.360.000,,300000.0,1360000.0
Công ty Vinhomes,Công ty Vinhomes,Công ty Vinhomes,Tạm ứng lợi nhuận phân chia cho hợp đồng hợp tác kinh doanh,200.757,-,,200757.0,
Công ty Vinhomes,Công ty Vinhomes,Công ty Vinhomes,Hoàn cọc chuyển nhượng cổ phần,199.700,-,,199700.0,
Công ty Vinhomes,Công ty Vinhomes,Công ty Vinhomes,Phải thu từ chuyển nhượng cổ phần,-,5.163.124,,,5163124.0
Công ty Vinhomes,Công ty Vinhomes,Công ty Vinhomes,Tạm ứng liên quan đến hoạt động xây dựng,-,1.016.962,,,1016962.0
Công ty Vinpearl,Công ty Vinpearl,Công ty Vinpearl,Góp vốn bằng tiền,4.276.185,-,,4276185.0,
Công ty Vinpearl,Công ty Vinpearl,Công ty Vinpearl,Chuyển nhượng cổ phần,1.855.123,-,,1855123.0,
Công ty Vinpearl,Công ty Vinpearl,Công ty Vinpearl,Doanh thu từ chuyển nhượng bất động sản,628.192,-,,628192.0,
Công ty Vinpearl,Công ty Vinpearl,Công ty Vinpearl,Nhận đặt cọc cho mục đích hợp tác đầu tư,346.500,-,,346500.0,
Công ty VinFast,Công ty VinFast,Công ty VinFast,Thu hồi gốc cho vay,46.710.903,8.704.211,,46710903.0,8704211.0
Công ty VinFast,Công ty VinFast,Công ty VinFast,Góp vốn bằng gốc cho vay,40.000.000,20.000.000,,40000000.0,20000000.0
Công ty VinFast,Công ty VinFast,Công ty VinFast,Cho vay,36.001.796,51.017.044,,36001796.0,51017044.0
Công ty VinFast,Công ty VinFast,Công ty VinFast,Lãi cho vay,6.678.344,6.620.200,,6678344.0,6620200.0
Công ty VinFast,Công ty VinFast,Công ty VinFast,Lãi cho vay nhập gốc,6.535.347,2.792.567,,6535347.0,2792567.0
Công ty VinFast,Công ty VinFast,Công ty VinFast,Chuyển đối thành khoản cho vay công ty con khác,-,4.746.465,,,4746465.0
Công ty World Academy,Công ty World Academy,Công ty World Academy,Đi vay,14.125.000,160.000,,14125000.0,160000.0
Công ty World Academy,Công ty World Academy,Công ty World Academy,Thanh toán gốc vay,12.586.500,-,,12586500.0,
Công ty World Academy,Công ty World Academy,Công ty World Academy,Lãi đi vay,629.474,-,,629474.0,
Công ty Thành phố Xanh,Công ty Thành phố Xanh,Công ty Thành phố Xanh,Lợi nhuận phân chia cho hợp đồng hợp tác kinh doanh,5.739.279,8.365.722,,5739279.0,8365722.0
Công ty Thành phố Xanh,Công ty Thành phố Xanh,Công ty Thành phố Xanh,Nhận đặt cọc cho mục đích hợp tác đầu tư,906.806,10.093.194,,906806.0,10093194.0
Công ty Thành phố Xanh,Công ty Thành phố Xanh,Công ty Thành phố Xanh,Hoàn cọc cho mục đích hợp tác đầu tư,1.133.095,-,,1133095.0,
Công ty Vinsmart,Công ty Vinsmart,Công ty Vinsmart,Đi vay,18.096.899,23.362.000,,18096899.0,23362000.0
Công ty Vinsmart,Công ty Vinsmart,Công ty Vinsmart,Thanh toán gốc vay,24.774.465,-,,24774465.0,
Công ty Vinsmart,Công ty Vinsmart,Công ty Vinsmart,Lãi đi vay,1.362.649,518.915,,1362649.0,518915.0
Công ty Vinsmart,Công ty Vinsmart,Công ty Vinsmart,Cần trừ cọc trả bởi hoàn cho nhà đầu tư,241.892,-,,241892.0,
Công ty Vinsmart,Công ty Vinsmart,Công ty Vinsmart,Nhận hoàn trả vốn góp,12.679.944,-,,12679944.0,
Công ty Vinsmart,Công ty Vinsmart,Công ty Vinsmart,Lãi đi vay nhập gốc,-,833.307,,,833307.0
Công ty Vinsmart,Công ty Vinsmart,Công ty Vinsmart,Nhận đặt cọc liên quan đến chi phí bởi hoàn,-,157.990,,,157990.0
Công ty Vintech,Công ty Vintech,Công ty Vintech,Phải thu từ chuyển nhượng cổ phần,8.782.630,4.491.439,,8782630.0,4491439.0
Công ty VinCargo,Công ty VinCargo,Công ty VinCargo,Góp vốn bằng tiền,222.750,-,,222750.0,
Công ty VinRobotics,Công ty VinRobotics,Công ty VinRobotics,Đi vay,14.760.000,-,,14760000.0,
Công ty VinRobotics,Công ty VinRobotics,Công ty VinRobotics,Thanh toán gốc vay,6.536.500,-,,6536500.0,
Công ty VinRobotics,Công ty VinRobotics,Công ty VinRobotics,Lãi đi vay,572.993,-,,572993.0,
Công ty VinRobotics,Công ty VinRobotics,Công ty VinRobotics,Góp vốn bằng tiền,500.000,-,,500000.0,
Công ty Bảo Vệ Vincom,Công ty Bảo Vệ Vincom,Công ty Bảo Vệ Vincom,Đi vay,31.606.000,-,,31606000.0,
Công ty Bảo Vệ Vincom,Công ty Bảo Vệ Vincom,Công ty Bảo Vệ Vincom,Thanh toán gốc vay,31.606.000,-,,31606000.0,
Công ty Bảo Vệ Vincom,Công ty Bảo Vệ Vincom,Công ty Bảo Vệ Vincom,Lãi đi vay,848.051,-,,848051.0,
Công ty Thái Sơn,Công ty Thái Sơn,Công ty Thái Sơn,Chi phí bởi thường hoàn cọc chuyển nhượng cổ phần,3.713.371,-,,3713371.0,
Công ty Thái Sơn,Công ty Thái Sơn,Công ty Thái Sơn,Hoàn cọc đã nhận cho mục đích chuyển nhượng khoản đầu tư,3.213.495,7.107.000,,3213495.0,7107000.0
