row_label_raw,row_label_full,Ngày 31 tháng 12 năm 2014,Quá hạn > Ngày 31 tháng 12 năm 2014,Không kỳ hạn xác định > Ngày 31 tháng 12 năm 2014,Đến 01 năm > Ngày 31 tháng 12 năm 2014,Từ 01 - 05 năm > Ngày 31 tháng 12 năm 2014,Trên 5 năm > Ngày 31 tháng 12 năm 2014,Tổng cộng > Ngày 31 tháng 12 năm 2014,numeric__Quá hạn > Ngày 31 tháng 12 năm 2014,numeric__Không kỳ hạn xác định > Ngày 31 tháng 12 năm 2014,numeric__Đến 01 năm > Ngày 31 tháng 12 năm 2014,numeric__Từ 01 - 05 năm > Ngày 31 tháng 12 năm 2014,numeric__Trên 5 năm > Ngày 31 tháng 12 năm 2014,numeric__Tổng cộng > Ngày 31 tháng 12 năm 2014
NỘ TẢI CHÍNH,NỘ TẢI CHÍNH,NỘ TẢI CHÍNH,NỘ TẢI CHÍNH,NỘ TẢI CHÍNH,NỘ TẢI CHÍNH,NỘ TẢI CHÍNH,NỘ TẢI CHÍNH,NỘ TẢI CHÍNH,,,,,,
Nghĩa vụ nợ theo hợp đồng bảo hiểm,NỘ TẢI CHÍNH > Nghĩa vụ nợ theo hợp đồng bảo hiểm,Nghĩa vụ nợ theo hợp đồng bảo hiểm,352,-,(796.428),(1.698.165),47.371.260,44.877.019,352.0,,-796428.0,-1698165.0,47371260.0,44877019.0
Phải trả hoạt động bảo hiểm gốc,NỘ TẢI CHÍNH > Phải trả hoạt động bảo hiểm gốc,Phải trả hoạt động bảo hiểm gốc,-,-,549.789,-,-,549.789,,,549789.0,,,549789.0
Phải trả tái bảo hiểm,NỘ TẢI CHÍNH > Phải trả tái bảo hiểm,Phải trả tái bảo hiểm,-,-,337.319,-,-,337.319,,,337319.0,,,337319.0
Các nghĩa vụ nợ tài chính khác,NỘ TẢI CHÍNH > Các nghĩa vụ nợ tài chính khác,Các nghĩa vụ nợ tài chính khác,-,-,3.971.037,-,-,3.971.037,,,3971037.0,,,3971037.0
Nhận ký quỹ,NỘ TẢI CHÍNH > Nhận ký quỹ,Nhận ký quỹ,-,-,60.749,-,-,60.749,,,60749.0,,,60749.0
Khác,NỘ TẢI CHÍNH > Khác,Khác,-,-,3.910.288,-,-,3.910.288,,,3910288.0,,,3910288.0
TỔNG CỘNG,NỘ TẢI CHÍNH > TỔNG CỘNG,TỔNG CỘNG,352,-,4.061.717,(1.698.165),47.371.260,49.735.164,352.0,,4061717.0,-1698165.0,47371260.0,49735164.0
