row_label_raw,row_label_full,col_0,Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2015VND,Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2014VND,numeric__Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2015VND,numeric__Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2014VND
Chi phí quản lý doanh nghiệp liên quan trực tiếp đến hoạt động bảo hiểm,Chi phí quản lý doanh nghiệp liên quan trực tiếp đến hoạt động bảo hiểm,Chi phí quản lý doanh nghiệp liên quan trực tiếp đến hoạt động bảo hiểm,Chi phí quản lý doanh nghiệp liên quan trực tiếp đến hoạt động bảo hiểm,Chi phí quản lý doanh nghiệp liên quan trực tiếp đến hoạt động bảo hiểm,,
Chi phí nhân công,Chi phí quản lý doanh nghiệp liên quan trực tiếp đến hoạt động bảo hiểm > Chi phí nhân công,Chi phí nhân công,987.417.207.416,791.443.155.331,987417207416.0,791443155331.0
"Chi phí nguyên liệu, vật liệu","Chi phí quản lý doanh nghiệp liên quan trực tiếp đến hoạt động bảo hiểm > Chi phí nguyên liệu, vật liệu","Chi phí nguyên liệu, vật liệu",110.143.488.336,126.568.203.908,110143488336.0,126568203908.0
Chi phí khấu hao tài sản cố định,Chi phí quản lý doanh nghiệp liên quan trực tiếp đến hoạt động bảo hiểm > Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,69.580.907.898,59.356.674.277,69580907898.0,59356674277.0
Thuế và chi phí lệ phí,Chi phí quản lý doanh nghiệp liên quan trực tiếp đến hoạt động bảo hiểm > Thuế và chi phí lệ phí,Thuế và chi phí lệ phí,11.565.663.135,5.209.130.931,11565663135.0,5209130931.0
Chi phí dịch vụ mua ngoài,Chi phí quản lý doanh nghiệp liên quan trực tiếp đến hoạt động bảo hiểm > Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,190.447.613.958,199.133.546.136,190447613958.0,199133546136.0
Chi phí dự phòng,Chi phí quản lý doanh nghiệp liên quan trực tiếp đến hoạt động bảo hiểm > Chi phí dự phòng,Chi phí dự phòng,38.964.144.607,60.804.491.431,38964144607.0,60804491431.0
Chi phí khác,Chi phí quản lý doanh nghiệp liên quan trực tiếp đến hoạt động bảo hiểm > Chi phí khác,Chi phí khác,234.777.740.827,230.950.549.800,234777740827.0,230950549800.0
,,,1.642.896.766.177,1.473.465.751.814,1642896766177.0,1473465751814.0
Chi phí quản lý doanh nghiệp liên quan trực tiếp đến hoạt động ngân hàng (*),Chi phí quản lý doanh nghiệp liên quan trực tiếp đến hoạt động ngân hàng (*),Chi phí quản lý doanh nghiệp liên quan trực tiếp đến hoạt động ngân hàng (*),Chi phí quản lý doanh nghiệp liên quan trực tiếp đến hoạt động ngân hàng (*),Chi phí quản lý doanh nghiệp liên quan trực tiếp đến hoạt động ngân hàng (*),,
Chi phí nhân công,Chi phí quản lý doanh nghiệp liên quan trực tiếp đến hoạt động ngân hàng (*) > Chi phí nhân công,Chi phí nhân công,-,54.726.532.633,,54726532633.0
"Chi phí nguyên liệu, vật liệu","Chi phí quản lý doanh nghiệp liên quan trực tiếp đến hoạt động ngân hàng (*) > Chi phí nguyên liệu, vật liệu","Chi phí nguyên liệu, vật liệu",-,1.990.641.396,,1990641396.0
Chi phí khấu hao tài sản cố định,Chi phí quản lý doanh nghiệp liên quan trực tiếp đến hoạt động ngân hàng (*) > Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,-,7.769.523.582,,7769523582.0
Thuế và chi phí lệ phí,Chi phí quản lý doanh nghiệp liên quan trực tiếp đến hoạt động ngân hàng (*) > Thuế và chi phí lệ phí,Thuế và chi phí lệ phí,-,320.831.808,,320831808.0
Chi phí dịch vụ mua ngoài,Chi phí quản lý doanh nghiệp liên quan trực tiếp đến hoạt động ngân hàng (*) > Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,-,47.367.427.850,,47367427850.0
Chi phí khác,Chi phí quản lý doanh nghiệp liên quan trực tiếp đến hoạt động ngân hàng (*) > Chi phí khác,Chi phí khác,-,8.029.630.828,,8029630828.0
,,,-,120.204.588.097,,120204588097.0
Chi phí quản lý doanh nghiệp liên quan đến các lĩnh vực khác,Chi phí quản lý doanh nghiệp liên quan đến các lĩnh vực khác,Chi phí quản lý doanh nghiệp liên quan đến các lĩnh vực khác,Chi phí quản lý doanh nghiệp liên quan đến các lĩnh vực khác,Chi phí quản lý doanh nghiệp liên quan đến các lĩnh vực khác,,
Chi phí nhân công,Chi phí quản lý doanh nghiệp liên quan đến các lĩnh vực khác > Chi phí nhân công,Chi phí nhân công,157.225.026.520,145.834.304.668,157225026520.0,145834304668.0
"Chi phí nguyên liệu, vật liệu","Chi phí quản lý doanh nghiệp liên quan đến các lĩnh vực khác > Chi phí nguyên liệu, vật liệu","Chi phí nguyên liệu, vật liệu",3.447.606.309,3.027.317.501,3447606309.0,3027317501.0
Chi phí khấu hao tài sản cố định,Chi phí quản lý doanh nghiệp liên quan đến các lĩnh vực khác > Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,54.912.863.043,33.930.352.040,54912863043.0,33930352040.0
Thuế và chi phí lệ phí,Chi phí quản lý doanh nghiệp liên quan đến các lĩnh vực khác > Thuế và chi phí lệ phí,Thuế và chi phí lệ phí,13.350.741.921,10.503.580.129,13350741921.0,10503580129.0
Chi phí dịch vụ mua ngoài,Chi phí quản lý doanh nghiệp liên quan đến các lĩnh vực khác > Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,75.393.147.241,64.587.369.908,75393147241.0,64587369908.0
Chi phí dự phòng,Chi phí quản lý doanh nghiệp liên quan đến các lĩnh vực khác > Chi phí dự phòng,Chi phí dự phòng,21.674.860.356,611.452.143,21674860356.0,611452143.0
