row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Ngày 31 tháng 12 năm 2015,Ngày 31 tháng 12 năm 2014,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Ngày 31 tháng 12 năm 2015,numeric__Ngày 31 tháng 12 năm 2014
300,300,300,C. NỘ PHẢI TRÀ,,45.354.373.261.929,34.751.644.468.959,,,45354373261929.0,34751644468959.0
310,310,310,I. Nợ ngắn hạn,,10.855.723.087.317,6.078.798.246.571,,,10855723087317.0,6078798246571.0
311,311,311,1. Phải trả người bán ngắn hạn,15.1,1.126.082.627.920,1.056.835.762.377,,151.0,1126082627920.0,1056835762377.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,15.2,8.228.873.607,10.223.801.033,,152.0,8228873607.0,10223801033.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,16,96.679.287.168,90.998.179.270,,16.0,96679287168.0,90998179270.0
314,314,314,4. Phải trả người lao động,,621.422.411.172,465.165.061.497,,,621422411172.0,465165061497.0
315,315,315,5. Chi phí phải trả ngắn hạn,,51.159.635.780,47.777.057.235,,,51159635780.0,47777057235.0
318,318,318,6. Doanh thu chưa thực hiện ngắn hạn,,58.895.268.900,63.016.058.656,,,58895268900.0,63016058656.0
318.1,318.1,318.1,7. Doanh thu hoa hồng chưa được hưởng,17,95.318.882.134,88.354.037.365,,17.0,95318882134.0,88354037365.0
319,319,319,8. Phải trả ngắn hạn khác,18,405.716.995.604,360.782.231.289,,18.0,405716995604.0,360782231289.0
320,320,320,9. Vay và thuê tài chính ngắn hạn,19,29.800.759.917,2.423.774.546,,19.0,29800759917.0,2423774546.0
322,322,322,"10. Quỹ khen thưởng, phúc lợi",20,109.969.996.853,129.099.449.921,,20.0,109969996853.0,129099449921.0
324,324,324,11. Giáo dịch mua bán lại trái phiếu Chính phủ,21,8.252.448.348.262,3.764.120.833.382,,21.0,8252448348262.0,3764120833382.0
330,330,330,II. Nợ dài hạn,,81.118.146.928,61.842.683.283,,,81118146928.0,61842683283.0
337,337,337,1. Phải trả dài hạn khác,,74.806.099.908,60.748.933.283,,,74806099908.0,60748933283.0
338,338,338,2. Vay và thuê tài chính dài hạn,19,1.360.550.000,1.093.750.000,,19.0,1360550000.0,1093750000.0
341,341,341,3. Thuế thu nhập hoãn lại phải trả,16.2,4.951.497.020,-,,162.0,4951497020.0,
350,350,350,III. Dự phòng nghiệp vụ bảo hiểm,22,34.417.532.027.684,28.611.005.539.105,,22.0,34417532027684.0,28611005539105.0
351,351,351,1. Dự phòng phí chưa được hưởng,,3.140.292.894.461,3.052.932.046.850,,,3140292894461.0,3052932046850.0
352,352,352,2. Dự phòng toán học,,28.462.331.338.355,22.751.838.888.341,,,28462331338355.0,22751838888341.0
353,353,353,3. Dự phòng bồi thưởng,,1.239.012.550.325,1.354.340.693.437,,,1239012550325.0,1354340693437.0
354,354,354,4. Dự phòng dao động lớn,,159.554.338.690,103.589.577.559,,,159554338690.0,103589577559.0
355,355,355,5. Dự phòng chia lãi,,1.357.955.906.231,1.298.094.354.302,,,1357955906231.0,1298094354302.0
356,356,356,6. Dự phòng đảm bảo cân đối,,58.384.999.622,50.209.978.616,,,58384999622.0,50209978616.0
