row_label_raw,row_label_full,col_0,Biên khả năng thanh toán(triệu VND),Biên khả năng thanh toán tối thiểu(triệu VND),Tỷ lệ biên khả năng thanh toán,numeric__Biên khả năng thanh toán(triệu VND),numeric__Biên khả năng thanh toán tối thiểu(triệu VND),numeric__Tỷ lệ biên khả năng thanh toán
Bảo hiểm Bảo Việt,Bảo hiểm Bảo Việt,Bảo hiểm Bảo Việt,Bảo hiểm Bảo Việt,Bảo hiểm Bảo Việt,Bảo hiểm Bảo Việt,,,
Ngày 31 tháng 12 năm 2015,Bảo hiểm Bảo Việt > Ngày 31 tháng 12 năm 2015,Ngày 31 tháng 12 năm 2015,1.433.570,1.274.560,"112,5%",1433570.0,1274560.0,1.125
Ngày 31 tháng 12 năm 2014,Bảo hiểm Bảo Việt > Ngày 31 tháng 12 năm 2014,Ngày 31 tháng 12 năm 2014,1.293.503,1.223.948,106%,1293503.0,1223948.0,1.06
Bảo Việt Nhân thọ,Bảo Việt Nhân thọ,Bảo Việt Nhân thọ,Bảo Việt Nhân thọ,Bảo Việt Nhân thọ,Bảo Việt Nhân thọ,,,
Ngày 31 tháng 12 năm 2015,Bảo Việt Nhân thọ > Ngày 31 tháng 12 năm 2015,Ngày 31 tháng 12 năm 2015,1.981.629,1.643.504,121%,1981629.0,1643504.0,1.21
Ngày 31 tháng 12 năm 2014,Bảo Việt Nhân thọ > Ngày 31 tháng 12 năm 2014,Ngày 31 tháng 12 năm 2014,1.831.231,1.268.882,144%,1831231.0,1268882.0,1.44
