row_label_raw,row_label_full,col_0,Ngày 31 tháng 12 năm > 2015,Ngày 31 tháng 12 năm > 2014,numeric__Ngày 31 tháng 12 năm > 2015,numeric__Ngày 31 tháng 12 năm > 2014
,,,VND,VND,,
Tiền mặt tại quỹ,Tiền mặt tại quỹ,Tiền mặt tại quỹ,51.716.826.934,48.684.110.623,51716826934.0,48684110623.0
Tiền gửi ngân hàng,Tiền gửi ngân hàng,Tiền gửi ngân hàng,697.033.665.556,796.336.061.071,697033665556.0,796336061071.0
Tiền đang chuyển,Tiền đang chuyển,Tiền đang chuyển,45.580.376.603,43.562.066.549,45580376603.0,43562066549.0
Các khoản tương đương tiền (*),Các khoản tương đương tiền (*),Các khoản tương đương tiền (*),1.462.360.566.950,536.235.979.836,1462360566950.0,536235979836.0
Tổng,Tổng,Tổng,2.256.691.436.043,1.424.818.218.079,2256691436043.0,1424818218079.0
