row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Ngày 31 tháng 12 năm 2015,Ngày 31 tháng 12 năm 2014,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Ngày 31 tháng 12 năm 2015,numeric__Ngày 31 tháng 12 năm 2014
200,200,200,B. TÀI SẢN DÀI HẠN,,36.389.499.190.933,26.821.773.239.668,,,36389499190933.0,26821773239668.0
210,210,210,I. Các khoản phải thu dài hạn,,40.044.256.836,38.315.757.679,,,40044256836.0,38315757679.0
216,216,216,1. Phải thu dài hạn khác,,40.044.256.836,38.315.757.679,,,40044256836.0,38315757679.0
216.1,216.1,216.1,1.1 Ký quỹ bảo hiểm,,18.862.496.457,18.862.496.457,,,18862496457.0,18862496457.0
216.2,216.2,216.2,1.2 Tiến nộp Quỹ hỗ trợ thanh toán,,21.181.760.379,19.453.261.222,,,21181760379.0,19453261222.0
220,220,220,II. Tài sản cố định,,1.678.491.603.232,1.613.381.169.352,,,1678491603232.0,1613381169352.0
221,221,221,1. Tài sản cố định hữu hình,10,840.816.714.658,828.237.324.885,,10.0,840816714658.0,828237324885.0
222,222,222,Nguyên giá,,1.790.944.079.137,1.675.503.708.489,,,1790944079137.0,1675503708489.0
223,223,223,Giá trị hao mòn luỹ kế,,(950.127.364.479),(847.266.383.604),,,-950127364479.0,-847266383604.0
227,227,227,2. Tài sản cố định vô hình,11,837.674.888.574,785.143.844.467,,11.0,837674888574.0,785143844467.0
228,228,228,Nguyên giá,,1.102.012.336.024,1.002.787.585.824,,,1102012336024.0,1002787585824.0
229,229,229,Giá trị hao mòn luỹ kế,,(264.337.447.450),(217.643.741.357),,,-264337447450.0,-217643741357.0
230,230,230,III. Bất động sản đầu tư,12,23.448.947.000,23.448.947.000,,12.0,23448947000.0,23448947000.0
240,240,240,IV. Tài sản dở dang dài hạn,,191.987.610.818,307.501.420.979,,,191987610818.0,307501420979.0
242,242,242,1. Chi phí xây dựng cơ bản dở dang,13,191.987.610.818,307.501.420.979,,13.0,191987610818.0,307501420979.0
250,250,250,V. Đầu tư tài chính dài hạn,,34.352.193.347.678,24.752.748.896.431,,,34352193347678.0,24752748896431.0
252,252,252,"1. Đầu tư vào công ty liên doanh,liên kết",14.3.1,2.091.160.536.985,2.131.508.558.580,,1431.0,2091160536985.0,2131508558580.0
253,253,253,2. Đầu tư góp vốn vào đơn vị khác,14.3.2,563.527.138.423,365.928.261.225,,1432.0,563527138423.0,365928261225.0
254,254,254,3. Dự phòng đầu tư tài chính dài hạn,14.3.2,(54.239.974.693),(43.068.720.189),,1432.0,-54239974693.0,-43068720189.0
255,255,255,4. Đầu tư nằm giữ đến ngày đáo hạn,14.2,31.751.745.646.963,22.298.380.796.815,,142.0,31751745646963.0,22298380796815.0
260,260,260,VI. Tài sản dài hạn khác,,103.333.425.369,86.377.048.227,,,103333425369.0,86377048227.0
261,261,261,1. Chi phí trả trước dài hạn,,48.518.305.909,42.072.590.174,,,48518305909.0,42072590174.0
262,262,262,2. Tài sản thuê thu nhập hoãn lại,16.2,32.909.174.875,21.056.965.443,,162.0,32909174875.0,21056965443.0
268,268,268,3. Tài sản dài hạn khác,,21.905.944.585,23.247.492.610,,,21905944585.0,23247492610.0
270,270,270,TỔNG CỘNG TÀI SẢN,,58.552.564.508.777,47.568.465.541.972,,,58552564508777.0,47568465541972.0
