row_label_raw,row_label_full,col_0,Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2015VND,Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2014VND,numeric__Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2015VND,numeric__Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2014VND
Lợi nhuận kế toán trước thuế và dự phòngđảm bảo cân đối,Lợi nhuận kế toán trước thuế và dự phòngđảm bảo cân đối,Lợi nhuận kế toán trước thuế và dự phòngđảm bảo cân đối,1.468.891.856.638,1.627.305.425.297,1468891856638.0,1627305425297.0
Điều chỉnh lợi nhuận chịu thuế,Điều chỉnh lợi nhuận chịu thuế,Điều chỉnh lợi nhuận chịu thuế,Điều chỉnh lợi nhuận chịu thuế,Điều chỉnh lợi nhuận chịu thuế,,
Các khoản điều chỉnh tăng,Điều chỉnh lợi nhuận chịu thuế > Các khoản điều chỉnh tăng,Các khoản điều chỉnh tăng,151.109.773.893,64.892.998.093,151109773893.0,64892998093.0
- Chênh lệch tạm thời chi phí dự phòngtài chính,Điều chỉnh lợi nhuận chịu thuế > - Chênh lệch tạm thời chi phí dự phòngtài chính,- Chênh lệch tạm thời chi phí dự phòngtài chính,94.950.463.300,-,94950463300.0,
- Hoa hồng dự trả uốc tính năm nay,Điều chỉnh lợi nhuận chịu thuế > - Hoa hồng dự trả uốc tính năm nay,- Hoa hồng dự trả uốc tính năm nay,26.660.978.769,34.902.976.098,26660978769.0,34902976098.0
- Lỗ do đánh giá chênh lệch tỷ giá cuối năm,Điều chỉnh lợi nhuận chịu thuế > - Lỗ do đánh giá chênh lệch tỷ giá cuối năm,- Lỗ do đánh giá chênh lệch tỷ giá cuối năm,-,2.300.285.736,,2300285736.0
- Chi phí dự phòng phải thu không được khấutrừ,Điều chỉnh lợi nhuận chịu thuế > - Chi phí dự phòng phải thu không được khấutrừ,- Chi phí dự phòng phải thu không được khấutrừ,24.039.481.573,22.580.265.011,24039481573.0,22580265011.0
- Chi phí không hợp lệ cho mục đích tính thuế,Điều chỉnh lợi nhuận chịu thuế > - Chi phí không hợp lệ cho mục đích tính thuế,- Chi phí không hợp lệ cho mục đích tính thuế,5.458.850.251,5.109.471.248,5458850251.0,5109471248.0
Các khoản điều chỉnh giảm,Điều chỉnh lợi nhuận chịu thuế > Các khoản điều chỉnh giảm,Các khoản điều chỉnh giảm,(160.501.676.196),(131.823.888.001),-160501676196.0,-131823888001.0
"- Thu nhập không chịu thuế từ cổ tức, lợi nhuận được chia","Điều chỉnh lợi nhuận chịu thuế > - Thu nhập không chịu thuế từ cổ tức, lợi nhuận được chia","- Thu nhập không chịu thuế từ cổ tức, lợi nhuận được chia",(88.908.585.623),(69.336.829.973),-88908585623.0,-69336829973.0
- Hoàn nhập chi phí hoa hồng uốc tính nămtrước,Điều chỉnh lợi nhuận chịu thuế > - Hoàn nhập chi phí hoa hồng uốc tính nămtrước,- Hoàn nhập chi phí hoa hồng uốc tính nămtrước,(34.902.976.098),(37.162.210.910),-34902976098.0,-37162210910.0
- Hoàn nhập lỗ chênh lệch tỷ giá do đánh giá chênh lệch tỷ giá năm trước,Điều chỉnh lợi nhuận chịu thuế > - Hoàn nhập lỗ chênh lệch tỷ giá do đánh giá chênh lệch tỷ giá năm trước,- Hoàn nhập lỗ chênh lệch tỷ giá do đánh giá chênh lệch tỷ giá năm trước,(2.300.285.736),-,-2300285736.0,
- Lãi chênh lệch tỷ giá do đánh giá chênh lệch tỷ giá cuối năm,Điều chỉnh lợi nhuận chịu thuế > - Lãi chênh lệch tỷ giá do đánh giá chênh lệch tỷ giá cuối năm,- Lãi chênh lệch tỷ giá do đánh giá chênh lệch tỷ giá cuối năm,(24.759.070.358),(510.561),-24759070358.0,-510561.0
- Hoàn nhập chi phí chưa được khấu trừ nămtrước,Điều chỉnh lợi nhuận chịu thuế > - Hoàn nhập chi phí chưa được khấu trừ nămtrước,- Hoàn nhập chi phí chưa được khấu trừ nămtrước,(9.630.758.381),(25.324.336.557),-9630758381.0,-25324336557.0
Các khoản không chịu thuế phát sinh từ cácbút toán điều chỉnh hợp nhất,Điều chỉnh lợi nhuận chịu thuế > Các khoản không chịu thuế phát sinh từ cácbút toán điều chỉnh hợp nhất,Các khoản không chịu thuế phát sinh từ cácbút toán điều chỉnh hợp nhất,(85.120.361.565),(32.327.204.018),-85120361565.0,-32327204018.0
Chuyển lỗ từ năm trước và các khoản khôngchịu thuế,Điều chỉnh lợi nhuận chịu thuế > Chuyển lỗ từ năm trước và các khoản khôngchịu thuế,Chuyển lỗ từ năm trước và các khoản khôngchịu thuế,(95.975.097.818),(159.268.458.037),-95975097818.0,-159268458037.0
