row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2015,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2014,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2015,numeric__Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2014
37,37,37,Tổng chi trực tiếp hoạt động kinh doanh bảo hiểm (37 = 25 + 26 + 27 + 28),,(14.902.848.143.142),(12.549.962.387.253),,,-14902848143142.0,-12549962387253.0
38,38,38,Lợi nhuận gộp hoạt động kinh doanh bảo hiểm (38 = 15 + 37),,423.705.002.384,232.642.894.431,,,423705002384.0,232642894431.0
39.1,39.1,39.1,Thu nhập từ hoạt động ngân hàng,,-,756.312.526.915,,,,756312526915.0
39.2,39.2,39.2,Chi phí của hoạt động ngân hàng,,-,(556.841.581.888),,,,-556841581888.0
39,39,39,Thu nhập thuần từ hoạt động ngân hàng (39 = 39.1 + 39.2),,-,199.470.945.027,,,,199470945027.0
40.1,40.1,40.1,Doanh thu hoạt động khác,,380.720.387.095,381.022.877.626,,,380720387095.0,381022877626.0
40.2,40.2,40.2,Chi phí hoạt động khác,,(311.841.951.585),(313.054.604.311),,,-311841951585.0,-313054604311.0
40,40,40,Thu nhập thuần từ các hoạt động khác (40 = 40.1 + 40.2),27,68.878.435.510,67.968.273.315,,27.0,68878435510.0,67968273315.0
41,41,41,Chi phí quản lý doanh nghiệp (41 = 41.1 + 41.2 + 41.3),28,(2.011.740.532.968),(1.887.130.943.926),,28.0,-2011740532968.0,-1887130943926.0
41.1,41.1,41.1,Chi phí quản lý doanh nghiệp liên quan trực tiếp đến hoạt động bảo hiểm,,(1.642.896.766.177),(1.473.465.751.814),,,-1642896766177.0,-1473465751814.0
41.2,41.2,41.2,Chi phí quản lý liên quan trực tiếp đến hoạt động ngân hàng,,-,(120.204.588.097),,,,-120204588097.0
41.3,41.3,41.3,Chi phí quản lý doanh nghiệp liên quan đến các lĩnh vực khác,,(368.843.766.791),(293.460.604.015),,,-368843766791.0,-293460604015.0
42.1,42.1,42.1,Lỗ thuần hoạt động kinh doanh bảo hiểm (42.1 = 38 + 41.1),,(1.219.191.763.793),(1.240.822.857.383),,,-1219191763793.0,-1240822857383.0
42.1,42.1,42.1,Trong đó: - Lỗ thuần từ hoạt động bảo hiểm nhân thọ - Lãi thuần từ hoạt động bảo hiểm phi nhân thọ,,(1.310.138.026.037) 90.946.262.244,(1.257.924.310.120) 17.101.452.737,,,,
42.2,42.1 > 42.2,42.2,Lợi nhuận thuần hoạt động ngân hàng (42.2 = 39 + 41.2),,-,79.266.356.930,,,,79266356930.0
42.3,42.1 > 42.3,42.3,Lỗ thuần từ các hoạt động khác (42.3 = 40 + 41.3),,(299.965.331.281),(225.492.330.700),,,-299965331281.0,-225492330700.0
43,42.1 > 43,43,Doanh thu hoạt động tài chính,29.1,3.792.751.239.962,3.679.557.715.587,,291.0,3792751239962.0,3679557715587.0
44,42.1 > 44,44,Chi phí hoạt động tài chính,29.2,(902.875.801.850),(823.337.077.107),,292.0,-902875801850.0,-823337077107.0
45,42.1 > 45,45,Lợi nhuận hoạt động tài chính (45 = 43 + 44),,2.889.875.438.112,2.856.220.638.480,,,2889875438112.0,2856220638480.0
46,42.1 > 46,46,Thu nhập hoạt động khác,,9.722.047.264,15.348.571.228,,,9722047264.0,15348571228.0
47,42.1 > 47,47,Chi phí hoạt động khác,,(4.754.363.380),(5.475.388.777),,,-4754363380.0,-5475388777.0
48,42.1 > 48,48,Lợi nhuận từ hoạt động khác (48 = 46+47),30,4.967.683.884,9.873.182.451,,30.0,4967683884.0,9873182451.0
49,42.1 > 49,49,"Phần lợi nhuận trong công ty liên kết, đơn vị kinh doanh đồng kiểm soát",,93.205.829.716,148.260.435.519,,,93205829716.0,148260435519.0
50,42.1 > 50,50,TỔNG LỢI NHUẠN KẾ TOÁN TRƯỚC THUẾ (50 = 42.1 + 42.2 + 42.3 + 45 + 48 + 49),,1.468.891.856.638,1.627.305.425.297,,,1468891856638.0,1627305425297.0
51,42.1 > 51,51,Dự phòng bảo đảm cân đối,,(8.175.021.006),(7.550.598.372),,,-8175021006.0,-7550598372.0
52,42.1 > 52,52,Chi phí thuế thu nhập doanh nghiệp hiện hành,,(292.686.127.870),(299.585.828.339),,,-292686127870.0,-299585828339.0
53,42.1 > 53,53,Chi phí thuế thu nhập hoãn lại,,6.900.712.412,11.099.556.842,,,6900712412.0,11099556842.0
