row_label_raw,row_label_full,col_0,Số vốn góp cam kết VND,% trên vốn điều lệ,Số vốn đã góp VND,numeric__Số vốn góp cam kết VND,numeric__% trên vốn điều lệ,numeric__Số vốn đã góp VND
Đầu tư trực tiếp của Công ty Mẹ,Đầu tư trực tiếp của Công ty Mẹ,Đầu tư trực tiếp của Công ty Mẹ,165.000.000.000,55,110.000.000.000,165000000000.0,55.0,110000000000.0
Đầu tư gián tiếp qua các Công ty con,Đầu tư gián tiếp qua các Công ty con,Đầu tư gián tiếp qua các Công ty con,120.000.000.000,40,80.000.000.000,120000000000.0,40.0,80000000000.0
- Bảo Việt Nhân thọ,- Bảo Việt Nhân thọ,- Bảo Việt Nhân thọ,60.000.000.000,20,40.000.000.000,60000000000.0,20.0,40000000000.0
- Bảo hiểm Bảo Việt,- Bảo hiểm Bảo Việt,- Bảo hiểm Bảo Việt,60.000.000.000,20,40.000.000.000,60000000000.0,20.0,40000000000.0
,,,285.000.000.000,95,190.000.000.000,285000000000.0,95.0,190000000000.0
